Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 19039870 "," 13789531 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -8008266 "," -5480608 "," 0 "
3.03," Resultado Bruto "," 11031604 "," 8308923 "," 0 "
3.04," Despesas/Receitas Operacionais "," -1562106 "," -2006535 "," 0 "
3.04.01," Despesas com Vendas "," -1252259 "," -1219967 "," 0 "
3.04.02," Despesas Gerais e Administrativas "," -130164 "," -159296 "," 0 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 29969 "," 32886 "," 0 "
3.04.05," Outras Despesas Operacionais "," -301707 "," -708692 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," 92055 "," 48534 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 9469498 "," 6302388 "," 0 "
3.06," Resultado Financeiro "," -264854 "," -512391 "," 0 "
3.06.01," Receitas Financeiras "," 149548 "," 28220 "," 0 "
3.06.02," Despesas Financeiras "," -414402 "," -540611 "," 0 "
3.06.02.01," Despesas financeiras "," -480905 "," -404181 "," 0 "
3.06.02.02," Variações monetárias cambiais liquidas "," 66503 "," -136430 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 9204644 "," 5789997 "," 0 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -2833678 "," -1759287 "," 0 "
3.08.01," Corrente "," -2917463 "," -1755312 "," 0 "
3.08.02," Diferido "," 83785 "," -3975 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 6370966 "," 4030710 "," 0 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 6370966 "," 4030710 "," 0 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 6370966 "," 4030710 "," 0 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," 1.14685 "," 22.26890 "," 0.00000 "
3.99.01," Lucro Básico por Ação "," 1.14685 "," 22.26890 "," 0.00000 "
3.99.01.01," ON "," 1.14685 "," 22.26890 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," 1.14685 "," 22.26890 "," 0.00000 "
3.99.02.01," ON "," 1.14685 "," 22.26890 "," 0.00000 "
