Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 620 "," 4870 "," 10311 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -57 "," -451 "," -953 "
3.02.01," Impostos incidentes "," -57 "," -451 "," -953 "
3.03," Resultado Bruto "," 563 "," 4419 "," 9358 "
3.04," Despesas/Receitas Operacionais "," -1389 "," 194453 "," -6190 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -1286 "," -754 "," -570 "
3.04.02.01," Administrativas "," -1286 "," -754 "," -570 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 198988 "," 0 "
3.04.04.01," Resultado com Imobilizados "," 0 "," 198988 "," 0 "
3.04.05," Outras Despesas Operacionais "," -103 "," -3781 "," -5620 "
3.04.05.01," Depreciações e Amortizações "," -103 "," -3781 "," -5620 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -826 "," 198872 "," 3168 "
3.06," Resultado Financeiro "," -144154 "," -195136 "," -65280 "
3.06.01," Receitas Financeiras "," 385 "," 7 "," 10 "
3.06.01.01," Resultado de aplicações de curtíssimo prazo "," 385 "," 7 "," 10 "
3.06.02," Despesas Financeiras "," -144539 "," -195143 "," -65290 "
3.06.02.01," Atualização de Debêntures "," -144250 "," -191751 "," -55615 "
3.06.02.02," Remuneração de Debêntures "," -257 "," -3281 "," -9555 "
3.06.02.03," Outras despesas financeiras "," -32 "," -111 "," -120 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -144980 "," 3736 "," -62112 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 0 "," -1623 "," 0 "
3.08.01," Corrente "," 0 "," -1623 "," 0 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -144980 "," 2113 "," -62112 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -144980 "," 2113 "," -62112 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.00000 "," 908.03610 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
