Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 3066448 "," 4031714 "
2.01," Passivo Circulante "," 1129456 "," 3966056 "
2.01.01," Obrigações Sociais e Trabalhistas "," 43920 "," 41898 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 135001 "," 462394 "
2.01.02.01," Fornecedores Nacionais "," 105014 "," 127007 "
2.01.02.02," Fornecedores Estrangeiros "," 29987 "," 335387 "
2.01.03," Obrigações Fiscais "," 11605 "," 18726 "
2.01.03.01," Obrigações Fiscais Federais "," 4479 "," 13650 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 0 "," 36 "
2.01.03.01.02," Imposto sobre Produtos Industrializados "," 1599 "," 5077 "
2.01.03.01.03," Imposto de Renda Retido na Fonte "," 2527 "," 2183 "
2.01.03.01.04," PIS e COFINS "," 0 "," 5904 "
2.01.03.01.05," Contribuições Sociais Retidas "," 317 "," 448 "
2.01.03.01.06," Parcelamento de Débitos Tributários "," "," "
2.01.03.01.07," Outros "," 36 "," 2 "
2.01.03.02," Obrigações Fiscais Estaduais "," 6654 "," 4211 "
2.01.03.02.01," Imposto sobre Circularização de Mercadorias "," 6654 "," 4211 "
2.01.03.03," Obrigações Fiscais Municipais "," 472 "," 865 "
2.01.03.03.01," Imposto sobre Serviços "," 472 "," 865 "
2.01.04," Empréstimos e Financiamentos "," 615758 "," 2866323 "
2.01.04.01," Empréstimos e Financiamentos "," "," "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 323172 "," 576715 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 323172 "," 576715 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," 152 "," 152 "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Instrumentos Financeiros Derivativos "," 7388 "," 242937 "
2.01.05.02.05," Passivos relacionados a Contratos de Clientes "," 103851 "," 59299 "
2.01.05.02.06," Outros Passivos Circulantes "," 32722 "," 35916 "
2.01.05.02.07," Operações com Forfait e Cartas de Crédito "," 169863 "," 228995 "
2.01.05.02.08," Arrendamento Mercantil "," 9196 "," 9416 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 2891018 "," 264248 "
2.02.01," Empréstimos e Financiamentos "," 2634945 "," 22878 "
2.02.01.01," Empréstimos e Financiamentos "," "," "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 1947 "," 2920 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 1947 "," 2920 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Impostos e Contribuições a Recolher "," "," "
2.02.02.02.06," Fornecedores Não Circulante "," 1947 "," 2920 "
2.02.03," Tributos Diferidos "," 52467 "," 42835 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 52467 "," 42835 "
2.02.04," Provisões "," 201659 "," 195615 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 199267 "," 189826 "
2.02.04.01.01," Provisões Fiscais "," 2766 "," 1955 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 183796 "," 178118 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," 12705 "," 9753 "
2.02.04.02," Outras Provisões "," 2392 "," 5789 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.04.02.05," Arrendamento Mercantil "," 2392 "," 5789 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," -954026 "," -198590 "
2.03.01," Capital Social Realizado "," 2089978 "," 2089978 "
2.03.01.01," Capital social "," 2069566 "," 2069566 "
2.03.01.02," Debêntures conversíveis em ação "," 25787 "," 25787 "
2.03.01.03," Custo de Capitalização "," -5375 "," -5375 "
2.03.02," Reservas de Capital "," -741 "," -741 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," -741 "," -741 "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," "," "
2.03.04.01," Reserva Legal "," "," "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," -2390264 "," -1595726 "
2.03.06," Ajustes de Avaliação Patrimonial "," -652999 "," -692101 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," "," "
