Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 131313 "," 104584 "," 113225 "
3.01.01," Receita de Venda Líquida de Produtos "," "," "," "
3.01.02," Receita de Venda Líquida de Serviços "," 131046 "," 104271 "," 112698 "
3.01.03," Receita de Locações "," 267 "," 313 "," 527 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -89835 "," -79020 "," -82467 "
3.03," Resultado Bruto "," 41478 "," 25564 "," 30758 "
3.04," Despesas/Receitas Operacionais "," -17780 "," -12545 "," -11495 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -17178 "," -14392 "," -14202 "
3.04.02.01," Despesas de Administração "," -13100 "," -11946 "," -11129 "
3.04.02.02," Participação dos Empregados "," -1126 "," 0 "," -633 "
3.04.02.03," Remuneração dos Administradores "," -2952 "," -2446 "," -2440 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 5955 "," 2514 "," 3541 "
3.04.05," Outras Despesas Operacionais "," -6557 "," -667 "," -834 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 23698 "," 13019 "," 19263 "
3.06," Resultado Financeiro "," -1118 "," -1707 "," -2188 "
3.06.01," Receitas Financeiras "," 1285 "," 1020 "," 883 "
3.06.02," Despesas Financeiras "," -2403 "," -2727 "," -3071 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 22580 "," 11312 "," 17075 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -7813 "," -3952 "," -6851 "
3.08.01," Corrente "," -8322 "," -3890 "," -5839 "
3.08.02," Diferido "," 509 "," -62 "," -1012 "
3.09," Resultado Líquido das Operações Continuadas "," 14767 "," 7360 "," 10224 "
3.10," Resultado Líquido de Operações Descontinuadas "," -379 "," 643 "," 2756 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 14388 "," 8003 "," 12980 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 14388 "," 8003 "," 12980 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 2.76910 "," 1.54020 "," 2.49810 "
3.99.01.02," PN "," 2.76910 "," 1.54020 "," 2.49810 "
3.99.02," Lucro Diluído por Ação "," "," "," "
