Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 20735341 "," 18345397 "," 14444690 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -5564466 "," -4930806 "," -4033454 "
3.03," Resultado Bruto "," 15170875 "," 13414591 "," 10411236 "
3.04," Despesas/Receitas Operacionais "," -13068301 "," -11379570 "," -9059988 "
3.04.01," Despesas com Vendas "," -9046925 "," -8229169 "," -6395586 "
3.04.02," Despesas Gerais e Administrativas "," -3464240 "," -2805643 "," -2405576 "
3.04.02.01," Despesas Gerais e Administrativas "," "," "," "
3.04.02.02," Remuneração dos administradores "," "," "," "
3.04.02.03," Participação dos colab. e adm. no lucro "," "," "," "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -440964 "," -236723 "," -209515 "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -116172 "," -108035 "," -49311 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2102574 "," 2035021 "," 1351248 "
3.06," Resultado Financeiro "," -737824 "," -499844 "," -799640 "
3.06.01," Receitas Financeiras "," 3053560 "," 3097926 "," 1947623 "
3.06.02," Despesas Financeiras "," -3791384 "," -3597770 "," -2747263 "
3.06.02.01," Despesas Financeiras "," -3791384 "," -3597770 "," -2747263 "
3.06.02.02," Impostos sobre a formação da Companhia "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1364750 "," 1535177 "," 551608 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -430598 "," -432906 "," -159217 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 934152 "," 1102271 "," 392391 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 934152 "," 1102271 "," 392391 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 934152 "," 1102271 "," 392391 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.01520 "," 1.23340 "," 0.45440 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.01520 "," 1.23340 "," 0.45440 "
