Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 260846 "," 229152 "," 171502 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -184194 "," -155804 "," -125269 "
3.03," Resultado Bruto "," 76652 "," 73348 "," 46233 "
3.04," Despesas/Receitas Operacionais "," -32263 "," -25527 "," -22316 "
3.04.01," Despesas com Vendas "," -916 "," -759 "," -647 "
3.04.02," Despesas Gerais e Administrativas "," -29927 "," -25368 "," -22614 "
3.04.02.02," Participação dos empregados no lucro "," "," "," "
3.04.02.03," Despesas Administrativas "," -5749 "," -5149 "," -3123 "
3.04.02.04," Despesas com pessoal "," -12464 "," -11797 "," -12316 "
3.04.02.05," Serviços de terceiros "," -7522 "," -4939 "," -4199 "
3.04.02.06," Ocupação e utilidades "," -3415 "," -2658 "," -2292 "
3.04.02.07," Depreciação e amortização "," -777 "," -825 "," -684 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 2192 "," 600 "," 945 "
3.04.04.01," Outras Despesas/Receitas Operacionais "," 2192 "," 600 "," 945 "
3.04.05," Outras Despesas Operacionais "," -3612 "," 0 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.04.06.01," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 44389 "," 47821 "," 23917 "
3.06," Resultado Financeiro "," -2764 "," -5681 "," -1704 "
3.06.01," Receitas Financeiras "," 753 "," 305 "," 679 "
3.06.02," Despesas Financeiras "," -3517 "," -5986 "," -2383 "
3.06.02.01," Despesas Financeiras "," -4376 "," -2161 "," -2050 "
3.06.02.02," Variação Cambial Líquido "," 859 "," -3825 "," -333 "
3.06.02.03," Juros S/Capital Próprio "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 41625 "," 42140 "," 22213 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5661 "," -12672 "," -6420 "
3.08.01," Corrente "," -5910 "," -12427 "," -6064 "
3.08.02," Diferido "," 249 "," -245 "," -356 "
3.09," Resultado Líquido das Operações Continuadas "," 35964 "," 29468 "," 15793 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.01.01," Participações "," "," "," "
3.10.01.02," Reverção de JCP "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 35964 "," 29468 "," 15793 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 3.05850 "," 2.48100 "," 1.32970 "
3.99.01.02," PN "," 302.79610 "," 0.00000 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
