Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 56758 "," 0 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -14633 "," 0 "," 0 "
3.02.01," Custos com depreciação e amortização "," -6369 "," 0 "," 0 "
3.02.02," Prêmio de risco (repactuação do risco hidrológico) "," -1849 "," 0 "," 0 "
3.02.03," Custos com pessoal "," -2448 "," 0 "," 0 "
3.02.04," Custos com manutenção "," -1402 "," 0 "," 0 "
3.02.05," Tarifa de uso dos sistemas elétricos de distribuição (TUSD) "," -833 "," 0 "," 0 "
3.02.06," Custos com seguros "," -673 "," 0 "," 0 "
3.02.07," Custos com operação "," -501 "," 0 "," 0 "
3.02.08," Taxas setoriais "," -80 "," 0 "," 0 "
3.02.09," Custos com meio ambiente "," -448 "," 0 "," 0 "
3.02.10," Outros custos "," -30 "," 0 "," 0 "
3.03," Resultado Bruto "," 42125 "," 0 "," 0 "
3.04," Despesas/Receitas Operacionais "," 982234 "," 126509 "," 93040 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -1531 "," -196 "," -5365 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 857020 "," 275 "," 259 "
3.04.04.01," Outras Receitas "," 166 "," 275 "," 259 "
3.04.04.02," Ganho na remensuração de investimento "," 853789 "," 0 "," 0 "
3.04.04.03," Resultado na baixa de ativos "," 3065 "," 0 "," 0 "
3.04.05," Outras Despesas Operacionais "," -2223 "," 1 "," 1 "
3.04.05.01," Despesas com pessoal e administradores "," -1680 "," 0 "," 0 "
3.04.05.02," Depreciação e amortização "," -5 "," 0 "," 0 "
3.04.05.03," Outras despesas operacionais "," -538 "," 1 "," 1 "
3.04.06," Resultado de Equivalência Patrimonial "," 128968 "," 126429 "," 98145 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1024359 "," 126509 "," 93040 "
3.06," Resultado Financeiro "," -32476 "," -290 "," 7939 "
3.06.01," Receitas Financeiras "," 2031 "," 180 "," 8283 "
3.06.02," Despesas Financeiras "," -34507 "," -470 "," -344 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 991883 "," 126219 "," 100979 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -2038 "," -4 "," -217 "
3.08.01," Corrente "," -3286 "," -4 "," -217 "
3.08.02," Diferido "," 1248 "," 0 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 989845 "," 126215 "," 100762 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 989845 "," 126215 "," 100762 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 962884 "," 122804 "," 98075 "
3.11.02," Atribuído a Sócios Não Controladores "," 26961 "," 3411 "," 2687 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 19.92810 "," 2.52780 "," 2.01880 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 19.92810 "," 2.52780 "," 2.01880 "
