Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1261856 "," 612287 "," 442035 "
3.01.01," Receita líquida de contratos com clientes "," 1261856 "," 612287 "," 442035 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -939156 "," -455563 "," -313358 "
3.03," Resultado Bruto "," 322700 "," 156724 "," 128677 "
3.04," Despesas/Receitas Operacionais "," -189888 "," -77590 "," -82718 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -175478 "," -82590 "," -70530 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," -15249 "," 5095 "," -12205 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 839 "," -95 "," 17 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 132812 "," 79134 "," 45959 "
3.06," Resultado Financeiro "," -129978 "," -46812 "," -37911 "
3.06.01," Receitas Financeiras "," 17186 "," 5517 "," 4129 "
3.06.02," Despesas Financeiras "," -147164 "," -52329 "," -42040 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 2834 "," 32322 "," 8048 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -57789 "," -14782 "," -10375 "
3.08.01," Corrente "," -57789 "," -14782 "," -10375 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -54955 "," 17540 "," -2327 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -54955 "," 17540 "," -2327 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -63718 "," 15871 "," -2842 "
3.11.02," Atribuído a Sócios Não Controladores "," 8763 "," 1669 "," 515 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.11000 "," 0.88000 "," -0.19000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
