Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 613658 "," 449965 "," 480470 "
3.01.01," Venda de Mercadorias "," 613658 "," 449965 "," 477507 "
3.01.02," Prestação de Serviços "," 0 "," 0 "," 34 "
3.01.03," Operação co TVM "," 0 "," 0 "," 2929 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -285826 "," -208846 "," -223981 "
3.03," Resultado Bruto "," 327832 "," 241119 "," 256489 "
3.04," Despesas/Receitas Operacionais "," -147703 "," -165224 "," -158890 "
3.04.01," Despesas com Vendas "," -145617 "," -127611 "," -152034 "
3.04.02," Despesas Gerais e Administrativas "," -62159 "," -40228 "," -61892 "
3.04.02.01," Gerais e Admnistrativas "," -62159 "," -40228 "," -61892 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -19888 "," -13049 "," 0 "
3.04.04," Outras Receitas Operacionais "," 41158 "," 7605 "," 58978 "
3.04.05," Outras Despesas Operacionais "," -4825 "," -6886 "," -10564 "
3.04.05.02," Despesas Operacionais "," -4825 "," -6886 "," -10564 "
3.04.06," Resultado de Equivalência Patrimonial "," 43628 "," 14945 "," 6622 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 180129 "," 75895 "," 97599 "
3.06," Resultado Financeiro "," 38709 "," 13643 "," 61718 "
3.06.01," Receitas Financeiras "," 54439 "," 24196 "," 72592 "
3.06.01.01," Receitas Financeiras "," 54439 "," 24196 "," 72592 "
3.06.02," Despesas Financeiras "," -15730 "," -10553 "," -10874 "
3.06.02.02," Despesas Financeiras "," -15730 "," -10553 "," -10874 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 218838 "," 89538 "," 159317 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -44062 "," -18541 "," -29867 "
3.08.01," Corrente "," -53091 "," -16511 "," -29289 "
3.08.02," Diferido "," 9029 "," -2030 "," -578 "
3.09," Resultado Líquido das Operações Continuadas "," 174776 "," 70997 "," 129450 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 174776 "," 70997 "," 129450 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 174651 "," 70997 "," 129450 "
3.11.02," Atribuído a Sócios Não Controladores "," 125 "," 0 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 8.91860 "," 3.52386 "," 6.54440 "
3.99.01.02," PN "," 8.91860 "," 3.52386 "," 6.54440 "
3.99.02," Lucro Diluído por Ação "," "," "," "
