" Conta "," Descrição ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
" 301 "," Receita de Venda de Bens e/ou Serviços "," 3364278 "," 3279751 "
" 302 "," Custo dos Bens e/ou Serviços Vendidos "," -1.603.486 "," -1.544.285 "
" 303 "," Resultado Bruto "," 1760792 "," 1735466 "
" 304 "," Despesas/Receitas Operacionais "," -1.486.507 "," -1.308.909 "
" 30401 "," Despesas com Vendas "," -1.060.354 "," -1.000.501 "
" 30402 "," Despesas Gerais e Administrativas "," -145.709 "," -153.117 "
" 30403 "," Perdas pela Não Recuperabilidade de Ativos "," "," "
" 30404 "," Outras Receitas Operacionais "," 343625 "," 143307 "
" 30405 "," Outras Despesas Operacionais "," -624.069 "," -298.598 "
" 3040501 "," Amortização do Intangível "," -27.457 "," -30.831 "
" 3040502 "," Outras Despesas Operacionais "," -596.612 "," -267.767 "
" 30406 "," Resultado de Equivalência Patrimonial "," "," "
" 305 "," Resultado Antes do Resultado Financeiro e dos Tributos "," 274285 "," 426557 "
" 306 "," Resultado Financeiro "," -73.841 "," -480 "
" 30601 "," Receitas Financeiras "," 160554 "," 92034 "
" 3060101 "," Variação Cambial "," 101713 "," 24324 "
" 3060102 "," Ganhos em Operações com Derivativos "," 5835 "," 16333 "
" 3060103 "," Outras Receitas Financeiras "," 53006 "," 51377 "
" 30602 "," Despesas Financeiras "," -234.395 "," -92.514 "
" 3060201 "," Variação Cambial "," -73.293 "," -30.775 "
" 3060202 "," Perdas em Operações com Derivativos "," -3.100 "," -9.129 "
" 3060203 "," Outras Despesas Financeiras "," -158.002 "," -52.610 "
" 307 "," Resultado Antes dos Tributos sobre o Lucro "," 200444 "," 426077 "
" 308 "," Imposto de Renda e Contribuição Social sobre o Lucro "," 8100 "," -111.301 "
" 30801 "," Corrente "," -12.353 "," -86.236 "
" 30802 "," Diferido "," 20453 "," -25.065 "
" 309 "," Resultado Líquido das Operações Continuadas "," 208544 "," 314776 "
" 310 "," Resultado Líquido de Operações Descontinuadas "," -81.658 "," -55.441 "
" 31001 "," Lucro/Prejuízo Líquido das Operações Descontinuadas "," -81.658 "," -55.441 "
" 31002 "," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "
" 311 "," Lucro/Prejuízo Consolidado do Período "," 126886 "," 259335 "
" 31101 "," Atribuído a Sócios da Empresa Controladora "," 140195 "," 274105 "
" 31102 "," Atribuído a Sócios Não Controladores "," -13.309 "," -14.770 "
" 399 "," Lucro por Ação - (Reais / Ação) "," "," "
" 39901 "," Lucro Básico por Ação "," "," "
" 39902 "," Lucro Diluído por Ação "," "," "
