Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1475 "," 108786 "," 1128 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1264 "," -110595 "," -202 "
3.03," Resultado Bruto "," 211 "," -1809 "," 926 "
3.04," Despesas/Receitas Operacionais "," 508450 "," -27926 "," 52239 "
3.04.01," Despesas com Vendas "," -102 "," -42 "," 0 "
3.04.02," Despesas Gerais e Administrativas "," -34217 "," -38477 "," -50095 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," 0 "," 13940 "," 5990 "
3.04.03.01," Valor Realizável Líquido de Estoque "," 0 "," 13940 "," 5990 "
3.04.04," Outras Receitas Operacionais "," 393941 "," 121639 "," 38655 "
3.04.04.01," Ganho na Variação do Percentual de Participação "," 0 "," 19576 "," 0 "
3.04.04.02," Alienação de Investimentos "," 48038 "," 50881 "," 12792 "
3.04.04.10," Ajuste a Valor Justo de Investimentos "," 310722 "," 34618 "," 11742 "
3.04.04.15," Ganho por Compra Vantajosa de Investimentos "," 0 "," 1517 "," 0 "
3.04.04.20," Outras Receitas Operacionais "," 35181 "," 15047 "," 14121 "
3.04.05," Outras Despesas Operacionais "," -26979 "," -1818 "," -4328 "
3.04.05.01," Perda na Variação do Percentual de Participação "," -268 "," 0 "," -564 "
3.04.05.02," Custo na Venda de Investimentos "," "," "," "
3.04.05.03," Provisão na Perda Aplicação - LF "," "," "," "
3.04.05.12," Ajuste de Reclassificação de Ativo "," -26711 "," 0 "," 0 "
3.04.05.20," Outras Despesas Operacionais "," 0 "," -1818 "," -3764 "
3.04.06," Resultado de Equivalência Patrimonial "," 175807 "," -123168 "," 62017 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 508661 "," -29735 "," 53165 "
3.06," Resultado Financeiro "," 125588 "," 96106 "," 74545 "
3.06.01," Receitas Financeiras "," 525570 "," 679818 "," 299808 "
3.06.02," Despesas Financeiras "," -399982 "," -583712 "," -225263 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 634249 "," 66371 "," 127710 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -42866 "," -75716 "," -27141 "
3.08.01," Corrente "," -1905 "," -922 "," -817 "
3.08.02," Diferido "," -40961 "," -74794 "," -26324 "
3.09," Resultado Líquido das Operações Continuadas "," 591383 "," -9345 "," 100569 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 591383 "," -9345 "," 100569 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 591383 "," -9345 "," 100132 "
3.11.02," Atribuído a Sócios Não Controladores "," 0 "," 0 "," 437 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 48.27133 "," -0.76283 "," 8.20888 "
3.99.02," Lucro Diluído por Ação "," "," "," "
