Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2087850 "," 1694800 "," 1689590 "
3.01.01," Receita com prestação de serviços "," 2062674 "," 1712391 "," 1799383 "
3.01.02," Receita com renovação de frotas "," 269850 "," 191894 "," 116657 "
3.01.03," Deduções da receita bruta "," -244674 "," -209485 "," -226450 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1667684 "," -1416957 "," -1442735 "
3.02.01," Custo com serviços prestados "," -1474304 "," -1260674 "," -1340695 "
3.02.02," Custo com renovação de frotas "," -193380 "," -156283 "," -102040 "
3.03," Resultado Bruto "," 420166 "," 277843 "," 246855 "
3.04," Despesas/Receitas Operacionais "," -102395 "," -85521 "," -96428 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -113361 "," -92387 "," -100086 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 10966 "," 6866 "," 3658 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 317771 "," 192322 "," 150427 "
3.06," Resultado Financeiro "," -95619 "," -79204 "," -83776 "
3.06.01," Receitas Financeiras "," 496671 "," 226501 "," 118262 "
3.06.02," Despesas Financeiras "," -592290 "," -305705 "," -202038 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 222152 "," 113118 "," 66651 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -70257 "," -38446 "," -22091 "
3.08.01," Corrente "," -41433 "," -42228 "," -21032 "
3.08.02," Diferido "," -28824 "," 3782 "," -1059 "
3.09," Resultado Líquido das Operações Continuadas "," 151895 "," 74672 "," 44560 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 151895 "," 74672 "," 44560 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 151895 "," 74672 "," 44560 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.79320 "," 0.88154 "," 0.52605 "
3.99.02," Lucro Diluído por Ação "," "," "," "
