Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2054498 "," 1809199 "," 2098852 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1314553 "," -1184529 "," -1388232 "
3.03," Resultado Bruto "," 739945 "," 624670 "," 710620 "
3.04," Despesas/Receitas Operacionais "," -564390 "," -529743 "," -425310 "
3.04.01," Despesas com Vendas "," -517148 "," -468877 "," -506531 "
3.04.02," Despesas Gerais e Administrativas "," -67408 "," -61877 "," -50846 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 20166 "," 1011 "," 132067 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 175555 "," 94927 "," 285310 "
3.06," Resultado Financeiro "," -104482 "," -97571 "," 16976 "
3.06.01," Receitas Financeiras "," 67248 "," 48816 "," 193346 "
3.06.02," Despesas Financeiras "," -171730 "," -146387 "," -176370 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 71073 "," -2644 "," 302286 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -21586 "," -129 "," -61551 "
3.08.01," Corrente "," -22442 "," -8134 "," -29408 "
3.08.02," Diferido "," 856 "," 8005 "," -32143 "
3.09," Resultado Líquido das Operações Continuadas "," 49487 "," -2773 "," 240735 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 49487 "," -2773 "," 240735 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.09900 "," -0.00550 "," 0.48150 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.09900 "," -0.00550 "," 0.48150 "
