Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 10660448 "," 8222080 "," 0 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -8185624 "," -6501703 "," 0 "
3.02.01," Custo com Energia Elétrica "," -6208132 "," -4809605 "," 0 "
3.02.02," Custo de Operação "," -758938 "," -696555 "," 0 "
3.02.03," Custo de Serviço Prestado a Terceiros "," -1218554 "," -995543 "," 0 "
3.03," Resultado Bruto "," 2474824 "," 1720377 "," 0 "
3.04," Despesas/Receitas Operacionais "," -717882 "," -682551 "," 0 "
3.04.01," Despesas com Vendas "," -279086 "," -251506 "," 0 "
3.04.01.01," Amortização "," -5494 "," -4945 "," 0 "
3.04.01.02," Provisão para créditos de liquidação duvidosa "," -110853 "," -79683 "," 0 "
3.04.01.03," Outras despesas com vendas "," -162739 "," -166878 "," 0 "
3.04.02," Despesas Gerais e Administrativas "," -289298 "," -305359 "," 0 "
3.04.02.01," Amortização "," -33239 "," -35529 "," 0 "
3.04.02.02," Outras despesas gerais e administrativas "," -256059 "," -269830 "," 0 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -149498 "," -125686 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1756942 "," 1037826 "," 0 "
3.06," Resultado Financeiro "," -276603 "," -85529 "," 0 "
3.06.01," Receitas Financeiras "," 284251 "," 223271 "," 0 "
3.06.02," Despesas Financeiras "," -560854 "," -308800 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1480339 "," 952297 "," 0 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -503655 "," -264687 "," 0 "
3.08.01," Corrente "," -334586 "," -14263 "," 0 "
3.08.02," Diferido "," -169069 "," -250424 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 976684 "," 687610 "," 0 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 976684 "," 687610 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 867.83000 "," 610.98000 "," 0.00000 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 867.83000 "," 610.98000 "," 0.00000 "
3.99.02.02," PN "," "," "," "
