Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1328256 "," 732190 "," 891326 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -815580 "," -550297 "," -616922 "
3.03," Resultado Bruto "," 512676 "," 181893 "," 274404 "
3.04," Despesas/Receitas Operacionais "," -160518 "," -148466 "," -125885 "
3.04.01," Despesas com Vendas "," -164834 "," -108806 "," -144295 "
3.04.02," Despesas Gerais e Administrativas "," -71213 "," -48875 "," -64609 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -1126 "," -3051 "," -6940 "
3.04.03.01," Perdas esperadas com créditos "," -1126 "," -3051 "," -6940 "
3.04.04," Outras Receitas Operacionais "," 116382 "," 22463 "," 111251 "
3.04.05," Outras Despesas Operacionais "," -39727 "," -10197 "," -21292 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 352158 "," 33427 "," 148519 "
3.06," Resultado Financeiro "," -5269 "," -6529 "," -5567 "
3.06.01," Receitas Financeiras "," 13099 "," 9036 "," 20613 "
3.06.02," Despesas Financeiras "," -18368 "," -15565 "," -26180 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 346889 "," 26898 "," 142952 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -49615 "," -43865 "," -30409 "
3.08.01," Corrente "," -56251 "," -7351 "," -4928 "
3.08.02," Diferido "," 6636 "," -36514 "," -25481 "
3.09," Resultado Líquido das Operações Continuadas "," 297274 "," -16967 "," 112543 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 297274 "," -16967 "," 112543 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 297274 "," -16973 "," 112531 "
3.11.02," Atribuído a Sócios Não Controladores "," 0 "," 6 "," 12 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.50450 "," -0.08600 "," 0.57000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.50450 "," -0.08600 "," 0.57000 "
