Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 29985 "," 26831 "," 406453 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -11468 "," -5088 "," -281515 "
3.03," Resultado Bruto "," 18517 "," 21743 "," 124938 "
3.04," Despesas/Receitas Operacionais "," 150267 "," -48098 "," -76052 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -31526 "," -53207 "," -79226 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 166763 "," 5109 "," 9138 "
3.04.04.06," Outras "," 18 "," 5109 "," 3151 "
3.04.04.07," Reversão processo IPTU "," 0 "," 0 "," 4819 "
3.04.04.08," Alienação prop p/investimentos "," 0 "," 0 "," 501 "
3.04.04.09," Alienação do imobilizado "," 0 "," 0 "," 667 "
3.04.04.10," Alienações de investimento em controlada "," 166745 "," 0 "," 0 "
3.04.05," Outras Despesas Operacionais "," 5582 "," 0 "," -5964 "
3.04.05.01," Ajuste de Valor Justo - Ativo Biológico "," 5582 "," 0 "," 0 "
3.04.05.02," Perdas com contigências "," "," "," "
3.04.05.03," Outras "," 0 "," 0 "," -5964 "
3.04.06," Resultado de Equivalência Patrimonial "," 9448 "," 0 "," 0 "
3.04.06.01," Equivalencia Patrimonial "," 9448 "," 0 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 168784 "," -26355 "," 48886 "
3.06," Resultado Financeiro "," 13552 "," 17403 "," 17270 "
3.06.01," Receitas Financeiras "," 25071 "," 10755 "," 19016 "
3.06.02," Despesas Financeiras "," -11519 "," 6648 "," -1746 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 182336 "," -8952 "," 66156 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -46936 "," 0 "," -20461 "
3.08.01," Corrente "," -107215 "," 0 "," -20461 "
3.08.02," Diferido "," 60279 "," 0 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 135400 "," -8952 "," 45695 "
3.10," Resultado Líquido de Operações Descontinuadas "," 0 "," 595843 "," 0 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 0 "," -17284 "," 0 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," 0 "," 613127 "," 0 "
3.11," Lucro/Prejuízo do Período "," 135400 "," 586891 "," 45695 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 135148 "," 585801 "," 45608 "
3.11.02," Atribuído a Sócios Não Controladores "," 252 "," 1090 "," 87 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
