Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 14402343 "," 12814136 "
2.01," Passivo Circulante "," 11081794 "," 10398216 "
2.01.01," Obrigações Sociais e Trabalhistas "," 374576 "," 334670 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," 374576 "," 334670 "
2.01.02," Fornecedores "," 1820056 "," 1612536 "
2.01.02.01," Fornecedores Nacionais "," 1322179 "," 1131535 "
2.01.02.02," Fornecedores Estrangeiros "," 497877 "," 481001 "
2.01.03," Obrigações Fiscais "," 122036 "," 73614 "
2.01.03.01," Obrigações Fiscais Federais "," 122036 "," 73614 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.01.02," Impostos e Contribuções a Recolher "," 122036 "," 73614 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 634614 "," 2353279 "
2.01.04.01," Empréstimos e Financiamentos "," 525095 "," 1912361 "
2.01.04.01.01," Em Moeda Nacional "," 48239 "," 239615 "
2.01.04.01.02," Em Moeda Estrangeira "," 476856 "," 1672746 "
2.01.04.02," Debêntures "," 109519 "," 440918 "
2.01.04.02.01," Debêntures "," 109519 "," 440918 "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 7653188 "," 5854736 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 7653188 "," 5854736 "
2.01.05.02.01," Dividendos e JCP a Pagar "," "," "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Taxas e Tarifas Aeroportuárias "," 911174 "," 907958 "
2.01.05.02.05," Transportes a Executar "," 2670469 "," 2050799 "
2.01.05.02.06," Programa de Milhagem "," 1298782 "," 1258502 "
