Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2801201 "," 2256655 "," 2143771 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2070999 "," -1691193 "," -1628562 "
3.03," Resultado Bruto "," 730202 "," 565462 "," 515209 "
3.04," Despesas/Receitas Operacionais "," -153259 "," -137026 "," -136925 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -145471 "," -138716 "," -139471 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 6902 "," 7458 "," 10502 "
3.04.05," Outras Despesas Operacionais "," -14690 "," -5768 "," -7956 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 576943 "," 428436 "," 378284 "
3.06," Resultado Financeiro "," -36388 "," 10029 "," -9410 "
3.06.01," Receitas Financeiras "," 92669 "," 72171 "," 147252 "
3.06.02," Despesas Financeiras "," -129057 "," -62142 "," -156662 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 540555 "," 438465 "," 368874 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -96327 "," -71530 "," -54649 "
3.08.01," Corrente "," -62724 "," -69663 "," -52308 "
3.08.02," Diferido "," -33603 "," -1867 "," -2341 "
3.09," Resultado Líquido das Operações Continuadas "," 444228 "," 366935 "," 314225 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 444228 "," 366935 "," 314225 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 483.91000 "," 399.71000 "," 342.29000 "
3.99.01.02," PNA "," "," "," "
3.99.01.03," PNB "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
