Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 72854344 "," 58378995 "," 52005120 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -35659744 "," -27066099 "," -21678159 "
3.03," Resultado Bruto "," 37194600 "," 31312896 "," 30326961 "
3.04," Despesas/Receitas Operacionais "," -20230075 "," -15384006 "," -14274389 "
3.04.01," Despesas com Vendas "," -16968255 "," -14619587 "," -12647536 "
3.04.01.01," Despesas Logísticas "," -9932743 "," -8245029 "," -6951417 "
3.04.01.02," Despesas Comerciais "," -7035512 "," -6374558 "," -5696119 "
3.04.02," Despesas Gerais e Administrativas "," -4877389 "," -2948480 "," -2679967 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 2592603 "," 3531220 "," 1701353 "
3.04.04.01," Recorrentes "," 2592603 "," 3531220 "," 1701353 "
3.04.04.02," Não Recorrentes "," "," "," "
3.04.05," Outras Despesas Operacionais "," -861331 "," -1303875 "," -625929 "
3.04.05.01," Recorrentes "," -468520 "," -851865 "," -228693 "
3.04.05.02," Não Recorrentes "," -392811 "," -452010 "," -397236 "
3.04.06," Resultado de Equivalência Patrimonial "," -115703 "," -43284 "," -22310 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 16964525 "," 15928890 "," 16052572 "
3.06," Resultado Financeiro "," -3205365 "," -2434449 "," -3109567 "
3.06.01," Receitas Financeiras "," 2222390 "," 2996019 "," 1638866 "
3.06.02," Despesas Financeiras "," -5427755 "," -5430468 "," -4748433 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 13759160 "," 13494441 "," 12943005 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -636578 "," -1762532 "," -754673 "
3.08.01," Corrente "," -1268637 "," -1048882 "," -1118054 "
3.08.02," Diferido "," 632059 "," -713650 "," 363381 "
3.09," Resultado Líquido das Operações Continuadas "," 13122582 "," 11731909 "," 12188332 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 13122582 "," 11731909 "," 12188332 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 12670968 "," 11379394 "," 11779965 "
3.11.02," Atribuído a Sócios Não Controladores "," 451614 "," 352515 "," 408367 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.80517 "," 0.72328 "," 0.74901 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.79905 "," 0.71715 "," 0.74233 "
