Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 4754898 "," 3564370 "," 4429744 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3367711 "," -2695960 "," -3218079 "
3.03," Resultado Bruto "," 1387187 "," 868410 "," 1211665 "
3.04," Despesas/Receitas Operacionais "," -1192604 "," -1004930 "," -539511 "
3.04.01," Despesas com Vendas "," -937948 "," -793235 "," -738745 "
3.04.02," Despesas Gerais e Administrativas "," -254211 "," -205585 "," -208945 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," -935 "," -438 "," 0 "
3.04.04," Outras Receitas Operacionais "," 490 "," -5672 "," 408179 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 194583 "," -136520 "," 672154 "
3.06," Resultado Financeiro "," -186802 "," -98856 "," 53911 "
3.06.01," Receitas Financeiras "," 48752 "," 97572 "," 216583 "
3.06.02," Despesas Financeiras "," -235554 "," -196428 "," -162672 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 7781 "," -235376 "," 726065 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 72529 "," 94939 "," -220983 "
3.08.01," Corrente "," 4685 "," -197092 "," -40408 "
3.08.02," Diferido "," 67844 "," 292031 "," -180575 "
3.09," Resultado Líquido das Operações Continuadas "," 80310 "," -140437 "," 505082 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 80310 "," -140437 "," 505082 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 80310 "," -140437 "," 505082 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.04000 "," -0.10000 "," 0.97000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.04000 "," -0.10000 "," 0.97000 "
