Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 240098 "," 156499 "," 219836 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -127520 "," -86072 "," -122981 "
3.03," Resultado Bruto "," 112578 "," 70427 "," 96855 "
3.04," Despesas/Receitas Operacionais "," -76486 "," -54569 "," -58911 "
3.04.01," Despesas com Vendas "," -40095 "," -37189 "," -46934 "
3.04.02," Despesas Gerais e Administrativas "," -27048 "," -24627 "," -26131 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 15606 "," 36486 "," 23880 "
3.04.05," Outras Despesas Operacionais "," -24949 "," -29239 "," -9726 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 36092 "," 15858 "," 37944 "
3.06," Resultado Financeiro "," -14794 "," 15428 "," -25504 "
3.06.01," Receitas Financeiras "," 15775 "," 36535 "," 6341 "
3.06.02," Despesas Financeiras "," -30569 "," -21107 "," -31845 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 21298 "," 31286 "," 12440 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 6186 "," -9276 "," 7771 "
3.08.01," Corrente "," 6186 "," -9276 "," 7771 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 27484 "," 22010 "," 20211 "
3.10," Resultado Líquido de Operações Descontinuadas "," 108 "," 17 "," 1 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 108 "," 17 "," 1 "
3.10.01.20," Participações de Acionistas Não Controladores "," 108 "," 17 "," 1 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 27592 "," 22027 "," 20212 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 27484 "," 22010 "," 20211 "
3.11.02," Atribuído a Sócios Não Controladores "," 108 "," 17 "," 1 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.65268 "," 0.52321 "," 0.48147 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
