Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 961552 "," 754379 "," 668818 "
3.01.01," Receita Operacional Líquida "," 961552 "," 754379 "," 668818 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -393534 "," -352427 "," -318178 "
3.02.01," Custo dos Bens e/ou Serviços Prestados "," -393534 "," -352427 "," -318178 "
3.03," Resultado Bruto "," 568018 "," 401952 "," 350640 "
3.04," Despesas/Receitas Operacionais "," -28857 "," -32443 "," -37575 "
3.04.01," Despesas com Vendas "," -933 "," -735 "," -1055 "
3.04.01.01," Despesas com Vendas "," -933 "," -735 "," -1055 "
3.04.02," Despesas Gerais e Administrativas "," -56757 "," -58654 "," -60782 "
3.04.02.01," Despesas Gerais e Administrativas "," -56757 "," -58654 "," -60782 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.04.01," Outras Líquidas "," "," "," "
3.04.05," Outras Despesas Operacionais "," 28833 "," 26946 "," 24262 "
3.04.05.01," Outras Líquidas "," 28833 "," 26946 "," 24262 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 539161 "," 369509 "," 313065 "
3.06," Resultado Financeiro "," 90871 "," -516728 "," -239878 "
3.06.01," Receitas Financeiras "," 668265 "," 7357 "," 24543 "
3.06.01.01," Receitas Financeiras "," 668265 "," 7357 "," 24543 "
3.06.02," Despesas Financeiras "," -577394 "," -524085 "," -264421 "
3.06.02.01," Despesas Financeiras "," -577394 "," -524085 "," -264421 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 630032 "," -147219 "," 73187 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -213608 "," 50374 "," -26019 "
3.08.01," Corrente "," -179507 "," 5798 "," -19091 "
3.08.02," Diferido "," -34101 "," 44576 "," -6928 "
3.09," Resultado Líquido das Operações Continuadas "," 416424 "," -96845 "," 47168 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 416424 "," -96845 "," 47168 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 51.30000 "," -11.93000 "," 5.81000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
