Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 428 "," 499 "," 467 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 428 "," 499 "," 467 "
3.04," Despesas/Receitas Operacionais "," 119 "," 4354 "," -4497 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -1253 "," 3563 "," -5277 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1372 "," 791 "," 780 "
3.04.04.01," Ganho com Valor Justo de Propriedades para Investimento "," 1372 "," 791 "," 780 "
3.04.04.02," Outras receitas não operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 547 "," 4853 "," -4030 "
3.06," Resultado Financeiro "," -10668 "," -11264 "," -3338 "
3.06.01," Receitas Financeiras "," "," "," "
3.06.02," Despesas Financeiras "," -10668 "," -11264 "," -3338 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -10121 "," -6411 "," -7368 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -466 "," -269 "," -266 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," -466 "," -269 "," -266 "
3.09," Resultado Líquido das Operações Continuadas "," -10587 "," -6680 "," -7634 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -10587 "," -6680 "," -7634 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -1.05870 "," -0.66800 "," -0.76340 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.00000 "," -668.00000 "," -763.40000 "
