Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 4395223 "," 3804686 "," 3767121 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2608903 "," -2204279 "," -2275800 "
3.03," Resultado Bruto "," 1786320 "," 1600407 "," 1491321 "
3.04," Despesas/Receitas Operacionais "," -195197 "," -250692 "," -553065 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -201294 "," -251124 "," -166573 "
3.04.02.01," Outras Despesas/Receitas Líquidas "," "," "," "
3.04.02.02," Despesas Gerais e Administrativas "," "," "," "
3.04.02.03," Acordo de leniência "," "," "," "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," 6097 "," 432 "," -386492 "
3.04.05.01," Outras Despesas/Receitas Líquidas "," 6097 "," 1498 "," 7980 "
3.04.05.02," Acordo de Leniência/Ex-executivos colaboradores "," 0 "," -1066 "," -394472 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 1591123 "," 1349715 "," 938256 "
3.06," Resultado Financeiro "," -884262 "," -670050 "," -550858 "
3.06.01," Receitas Financeiras "," 112084 "," 52986 "," 150030 "
3.06.02," Despesas Financeiras "," -996346 "," -723036 "," -700888 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 706861 "," 679665 "," 387398 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -285159 "," -264076 "," -278285 "
3.08.01," Corrente "," -286789 "," -339311 "," -331129 "
3.08.02," Diferido "," 1630 "," 75235 "," 52844 "
3.09," Resultado Líquido das Operações Continuadas "," 421702 "," 415589 "," 109113 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 421702 "," 415589 "," 109113 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 426482 "," 415589 "," 109113 "
3.11.02," Atribuído a Sócios Não Controladores "," -4780 "," 0 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.38670 "," 0.56411 "," 0.15649 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
