Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1520357 "," 998109 "," 527263 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1253942 "," -782679 "," -422652 "
3.03," Resultado Bruto "," 266415 "," 215430 "," 104611 "
3.04," Despesas/Receitas Operacionais "," -218432 "," -171736 "," -80177 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -252279 "," -178387 "," -83202 "
3.04.02.01," Despesas Gerais e Administrativas "," "," "," "
3.04.02.02," Despesas comerciais, administrativas e gerais "," -252279 "," -178387 "," -83202 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 34824 "," 6651 "," 3025 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," -977 "," 0 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 47983 "," 43694 "," 24434 "
3.06," Resultado Financeiro "," -75489 "," -46986 "," -37012 "
3.06.01," Receitas Financeiras "," 18252 "," 8177 "," 3078 "
3.06.02," Despesas Financeiras "," -93741 "," -55163 "," -40090 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -27506 "," -3292 "," -12578 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 9645 "," 10320 "," 5432 "
3.08.01," Corrente "," -2116 "," -3624 "," -4952 "
3.08.02," Diferido "," 11761 "," 13944 "," 10384 "
3.09," Resultado Líquido das Operações Continuadas "," -17861 "," 7028 "," -7146 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -17861 "," 7028 "," -7146 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -17861 "," 7028 "," -7146 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.13179 "," 0.06665 "," 0.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.13179 "," 0.06665 "," 0.00000 "
