Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 5894710 "," 5343338 "," 5157224 "
3.01.01," Serviços de Àgua "," 3386850 "," 3221778 "," 3020724 "
3.01.02," Serviços de Esgoto "," 1834053 "," 1827058 "," 1695235 "
3.01.03," Receita de Construção "," 671542 "," 292412 "," 439203 "
3.01.04," Receita de Resíduo Sólido "," 2265 "," 2090 "," 2062 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3745491 "," -2939233 "," -3000897 "
3.02.01," Custo dos Bens e/ou Serviços Vendidos "," -3073949 "," -2646821 "," -2561694 "
3.02.02," Custo de Construção "," -671542 "," -292412 "," -439203 "
3.03," Resultado Bruto "," 2149219 "," 2404105 "," 2156327 "
3.04," Despesas/Receitas Operacionais "," -1302463 "," -1123755 "," -1000939 "
3.04.01," Despesas com Vendas "," -456123 "," -598314 "," -398757 "
3.04.01.01," Despesas com Vendas "," -229970 "," -223832 "," -207037 "
3.04.01.02," Perdas Estimadas com Créditos de Liquidação Duvidosa "," -226153 "," -374482 "," -191720 "
3.04.02," Despesas Gerais e Administrativas "," -625802 "," -499427 "," -490034 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 179185 "," 177833 "," 111103 "
3.04.05," Outras Despesas Operacionais "," -399723 "," -203847 "," -223251 "
3.04.05.01," Outras Despesas Operacionais "," -399723 "," -203847 "," -223251 "
3.04.05.02," Participação dos Empregados no Lucro "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 846756 "," 1280350 "," 1155388 "
3.06," Resultado Financeiro "," -192307 "," -175075 "," -133084 "
3.06.01," Receitas Financeiras "," 287553 "," 147037 "," 116592 "
3.06.02," Despesas Financeiras "," -479860 "," -322112 "," -249676 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 654449 "," 1105275 "," 1022304 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -116862 "," -288798 "," -267930 "
3.08.01," Corrente "," -257505 "," -349635 "," -298169 "
3.08.02," Diferido "," 140643 "," 60837 "," 30239 "
3.09," Resultado Líquido das Operações Continuadas "," 537587 "," 816477 "," 754374 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 537587 "," 816477 "," 754374 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 537587 "," 816477 "," 754374 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.42000 "," 2.15000 "," 1.99000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1.42000 "," 2.15000 "," 1.99000 "
