Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 212597 "," 139025 "," 177123 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -159662 "," -114077 "," -154220 "
3.03," Resultado Bruto "," 52935 "," 24948 "," 22903 "
3.04," Despesas/Receitas Operacionais "," -36755 "," -33508 "," -34757 "
3.04.01," Despesas com Vendas "," -23857 "," -16877 "," -22677 "
3.04.02," Despesas Gerais e Administrativas "," -15434 "," -12095 "," -17465 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 9905 "," 5630 "," 21061 "
3.04.05," Outras Despesas Operacionais "," -7369 "," -10166 "," -15676 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 16180 "," -8560 "," -11854 "
3.06," Resultado Financeiro "," 307 "," 475 "," 19212 "
3.06.01," Receitas Financeiras "," 21069 "," 17387 "," 41474 "
3.06.02," Despesas Financeiras "," -20762 "," -16912 "," -22262 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 16487 "," -8085 "," 7358 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -489 "," 1008 "," -67 "
3.08.01," Corrente "," -2317 "," -221 "," 72 "
3.08.02," Diferido "," 1828 "," 1229 "," -139 "
3.09," Resultado Líquido das Operações Continuadas "," 15998 "," -7077 "," 7291 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 15998 "," -7077 "," 7291 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 0 "," -7077 "," 7291 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
