Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 4846652 "," 2844340 "," 1909372 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3489840 "," -1863312 "," -1290943 "
3.03," Resultado Bruto "," 1356812 "," 981028 "," 618429 "
3.04," Despesas/Receitas Operacionais "," -578334 "," -456186 "," -397861 "
3.04.01," Despesas com Vendas "," -830038 "," -529181 "," -403130 "
3.04.02," Despesas Gerais e Administrativas "," -127583 "," -67211 "," -54384 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 379287 "," 140206 "," 59653 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 778478 "," 524842 "," 220568 "
3.06," Resultado Financeiro "," 1692 "," -93587 "," -394 "
3.06.01," Receitas Financeiras "," 298045 "," 42040 "," 26007 "
3.06.02," Despesas Financeiras "," -296353 "," -135627 "," -26401 "
3.06.02.01," Despesas Financeiras "," -300017 "," -64534 "," -17812 "
3.06.02.02," Variação cambial líquida "," 3664 "," -71093 "," -8589 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 780170 "," 431255 "," 220174 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -5455 "," 13047 "," 11199 "
3.08.01," Corrente "," -53642 "," -41231 "," -2812 "
3.08.02," Diferido "," 48187 "," 54278 "," 14011 "
3.09," Resultado Líquido das Operações Continuadas "," 774715 "," 444302 "," 231373 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 774715 "," 444302 "," 231373 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 774715 "," 444302 "," 231373 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.94415 "," 2.05624 "," 1.07080 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.94415 "," 2.05624 "," 1.07080 "
