Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1846371 "," 1403524 "," 1408199 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1360546 "," -1082144 "," -1101892 "
3.03," Resultado Bruto "," 485825 "," 321380 "," 306307 "
3.04," Despesas/Receitas Operacionais "," -85076 "," -89657 "," -88458 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -80625 "," -87314 "," -90542 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 2642 "," 3921 "," 6499 "
3.04.05," Outras Despesas Operacionais "," -7093 "," -6264 "," -4415 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 400749 "," 231723 "," 217849 "
3.06," Resultado Financeiro "," -42600 "," -36350 "," -39306 "
3.06.01," Receitas Financeiras "," 57604 "," 106715 "," 37940 "
3.06.02," Despesas Financeiras "," -100204 "," -143065 "," -77246 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 358149 "," 195373 "," 178543 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -61768 "," -31896 "," -31444 "
3.08.01," Corrente "," -57907 "," -37802 "," -9520 "
3.08.02," Diferido "," -3861 "," 5906 "," -21924 "
3.09," Resultado Líquido das Operações Continuadas "," 296381 "," 163477 "," 147099 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 296381 "," 163477 "," 147099 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1512.15000 "," 834.07000 "," 750.51000 "
3.99.01.02," PN "," 1512.15000 "," 834.07000 "," 750.51000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
