Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1128 "," 865 "," 1087 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 1128 "," 865 "," 1087 "
3.04," Despesas/Receitas Operacionais "," -1135 "," -1010 "," -1298 "
3.04.01," Despesas com Vendas "," -103 "," -79 "," -101 "
3.04.02," Despesas Gerais e Administrativas "," -954 "," -913 "," -1043 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -78 "," -18 "," -154 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -7 "," -145 "," -211 "
3.06," Resultado Financeiro "," 0 "," -45 "," -76 "
3.06.01," Receitas Financeiras "," "," "," "
3.06.02," Despesas Financeiras "," 0 "," -45 "," -76 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -7 "," -190 "," -287 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," -7 "," -190 "," -287 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -7 "," -190 "," -287 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.00020 "," -0.00630 "," -0.00990 "
3.99.01.02," PN "," -0.00020 "," -0.00630 "," -0.00990 "
3.99.02," Lucro Diluído por Ação "," "," "," "
