Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 28143 "," 30809 "," 9454 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 28143 "," 30809 "," 9454 "
3.04," Despesas/Receitas Operacionais "," -22505 "," -20944 "," -6998 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -22659 "," -20944 "," -6986 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 154 "," 0 "," 0 "
3.04.04.01," Venda de Investimentos "," 154 "," 0 "," 0 "
3.04.05," Outras Despesas Operacionais "," 0 "," 0 "," -12 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 5638 "," 9865 "," 2456 "
3.06," Resultado Financeiro "," 701 "," 3137 "," -256 "
3.06.01," Receitas Financeiras "," 638 "," 357 "," 562 "
3.06.01.01," Receitas Financeiras "," 638 "," 357 "," 544 "
3.06.01.02," Dividendos "," 0 "," 0 "," 18 "
3.06.02," Despesas Financeiras "," 63 "," 2780 "," -818 "
3.06.02.01," Despesas Financeiras "," -570 "," -694 "," -712 "
3.06.02.02," Ganhos (Perdas) de Capital "," 633 "," 3474 "," -106 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 6339 "," 13002 "," 2200 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -269 "," -672 "," -87 "
3.08.01," Corrente "," -269 "," -672 "," -87 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 6070 "," 12330 "," 2113 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 6070 "," 12330 "," 2113 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 6070 "," 12330 "," 2113 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.29044 "," 0.58998 "," 0.10111 "
3.99.02," Lucro Diluído por Ação "," "," "," "
