Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 185718 "," 333225 "," 438118 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -79396 "," -368049 "," -383500 "
3.03," Resultado Bruto "," 106322 "," -34824 "," 54618 "
3.04," Despesas/Receitas Operacionais "," 28496 "," -144769 "," -141161 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -22060 "," -62661 "," -65776 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," 589754 "," 1786518 "," -88144 "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.04.01," Ganho na conversão da dívida em Instrumento de Patrimônio "," "," "," "
3.04.04.02," Realização de ajustes acumulados de conversão "," "," "," "
3.04.04.03," Provisão para perda em investimentos "," "," "," "
3.04.04.04," Provisão para realização de ajustes acumulados de conversão "," "," "," "
3.04.05," Outras Despesas Operacionais "," -539198 "," -1868677 "," 8543 "
3.04.05.01," Despesas com exploração "," "," "," "
3.04.05.02," Outras (despesas) receitas operacionais "," -762471 "," -1868677 "," 8543 "
3.04.05.03," Perda por redução ao valor recuperável "," "," "," "
3.04.05.04," Outras Receitas Operacionais "," "," "," "
3.04.05.05," Reversão da provisão para perda com investimentos "," 223273 "," 0 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," 0 "," 51 "," 4216 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 134818 "," -179593 "," -86543 "
3.06," Resultado Financeiro "," -78005 "," -148979 "," -39973 "
3.06.01," Receitas Financeiras "," 852 "," 1654 "," 18167 "
3.06.02," Despesas Financeiras "," -78857 "," -150633 "," -58140 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 56813 "," -328572 "," -126516 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," "," "," "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 56813 "," -328572 "," -126516 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 56813 "," -328572 "," -126516 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 56813 "," -328572 "," -126516 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 509685069.00000 "," 307948654.00000 "," 270040228.00000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 509685069.00000 "," 307948654.00000 "," 270040228.00000 "
