Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas de Intermediação Financeira "," 2111579 "," 1543454 "," 2100564 "
3.01.01," Receita com Juros de Similares "," 2099781 "," 1474979 "," 2068920 "
3.01.02," Resultado de Ativos Financeiros Mensurados ao Valor Justo por Meio do Resultado "," -48 "," -1636 "," 750 "
3.01.03," Resultado de Ativos Financeiros Mensurados ao Valor Justo por Meio de Outros Resultados Abrangentes "," 11846 "," 70111 "," 30894 "
3.02," Despesas de Intermediação Financeira "," -1193936 "," -676181 "," -1239505 "
3.02.01," Despesa com Juros de Similares "," -1193936 "," -676181 "," -1239505 "
3.03," Resultado Bruto de Intermediação Financeira "," 917643 "," 867273 "," 861059 "
3.04," Outras Despesas e Receitas Operacionais "," -575055 "," -535458 "," -608873 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," "," "," "
3.04.02," Receitas de Prestação de Serviços "," 336621 "," 340465 "," 353543 "
3.04.03," Despesas com Pessoal "," -422480 "," -418205 "," -415470 "
3.04.04," Outras Despesas de Administrativas "," -252638 "," -238683 "," -249730 "
3.04.05," Despesas Tributárias "," -83655 "," -83191 "," -84461 "
3.04.06," Outras Receitas Operacionais "," 103512 "," 100236 "," 101310 "
3.04.06.01," Resultado de Seguros e Previdência "," 58302 "," 76509 "," 70753 "
3.04.06.02," Outras Receitas Operaiconais "," 31626 "," 13257 "," 18398 "
3.04.06.03," Resultado da Alienação de Ativos Não Correntes Mantidos para Venda, Propriedades para Investimento "," 13506 "," 6374 "," 7062 "
3.04.06.04," Resultado de Operações de Câmbio e Variação Cambial "," 78 "," 4096 "," 5097 "
3.04.07," Outras Despesas Operacionais "," -256415 "," -236080 "," -314065 "
3.04.07.01," Perda Líquida de Impairment em Ativos Financeiros "," -92391 "," -63881 "," -109225 "
3.04.07.02," Resultado Líquido com Provisões "," -28088 "," -47147 "," -80863 "
3.04.07.03," Despesas com Serviços e Comissões "," -93857 "," -84421 "," -85881 "
3.04.07.04," Outras Despesas Operacionais "," -42079 "," -40631 "," -38096 "
3.04.08," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado antes dos Tributos sobre o Lucro "," 342588 "," 331815 "," 252186 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," -112064 "," -110161 "," -37000 "
3.06.01," Corrente "," -133173 "," -119520 "," -78295 "
3.06.02," Diferido "," 21109 "," 9359 "," 41295 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," 230524 "," 221654 "," 215186 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," 230524 "," 221654 "," 215186 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," "," "," "
3.11," Lucro ou Prejuízo Líquido Consolidado do Período "," 230524 "," 221654 "," 215186 "
3.11.01," Atribuído aos Sócios da Empresa Controladora "," 230524 "," 221654 "," 215186 "
3.11.02," Atribuído aos Sócios não Controladores "," "," "," "
3.99," Lucro por Ação (R$/Ação) "," 0.73000 "," 0.70000 "," 0.68000 "
3.99.01," Lucro Básico por Ação "," 0.73000 "," 0.70000 "," 0.68000 "
3.99.01.01," ON "," 0.73000 "," 0.70000 "," 0.68000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
