Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 1044778 "," 1026932 "
1.01," Ativo Circulante "," 507179 "," 517707 "
1.01.01," Caixa e Equivalentes de Caixa "," 147128 "," 260387 "
1.01.02," Aplicações Financeiras "," "," "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 311654 "," 220586 "
1.01.03.01," Clientes "," 302669 "," 212138 "
1.01.03.02," Outras Contas a Receber "," 8985 "," 8448 "
1.01.03.02.02," Demais contas a receber "," 8891 "," 8266 "
1.01.03.02.03," Partes relacionadas "," 94 "," 182 "
1.01.04," Estoques "," 1251 "," 82 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 44526 "," 34818 "
1.01.06.01," Tributos Correntes a Recuperar "," 44526 "," 34818 "
1.01.06.01.01," Imposto de renda e contribuição social "," 1157 "," 829 "
1.01.06.01.02," Impostos e contribuições a recuperar "," 43369 "," 33989 "
1.01.07," Despesas Antecipadas "," 2620 "," 1834 "
1.01.08," Outros Ativos Circulantes "," "," "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," "," "
1.01.08.03.01," Instrumentos financeiros derivativos "," "," "
1.02," Ativo Não Circulante "," 537599 "," 509225 "
1.02.01," Ativo Realizável a Longo Prazo "," 56267 "," 46744 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 1461 "," 2314 "
1.02.01.04.01," Clientes "," "," "
1.02.01.04.02," Outras Contas a Receber "," 1461 "," 2314 "
1.02.01.04.03," Partes relacionadas "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 9259 "," 14675 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," 9259 "," 14675 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," 1115 "," 1115 "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 44432 "," 28640 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Depositos Judiciais "," 18172 "," 15140 "
1.02.01.10.04," Impostos a recuperar "," 9705 "," 9544 "
1.02.01.10.05," Instrumentos financeiros derivativos "," "," "
1.02.01.10.06," Titulos e valores mobiliarios "," 3636 "," 3956 "
1.02.01.10.07," Imposto de renda e contribuição social "," 12919 "," 0 "
1.02.02," Investimentos "," 40073 "," 38092 "
1.02.02.01," Participações Societárias "," 40073 "," 38092 "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 268706 "," 253620 "
1.02.03.01," Imobilizado em Operação "," 206881 "," 202117 "
1.02.03.02," Direito de Uso em Arrendamento "," 61825 "," 51503 "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 172553 "," 170769 "
1.02.04.01," Intangíveis "," "," "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.02," Goodwill "," "," "
