Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 5534129 "," 3696428 "," 3331862 "
3.01.01," Receita de infra, operação e manutenção, ganho de eficiência da implem da infra e outras, líquidas "," 1666473 "," 2000851 "," 2035624 "
3.01.02," Remuneração dos ativos da concessão, líquidas "," 3867656 "," 1695577 "," 1296238 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1412463 "," -1135988 "," -952177 "
3.02.01," Custo dos Serviços de Implementação da Infraestrutura e Operação e Manutenção "," -1412463 "," -1135988 "," -952177 "
3.03," Resultado Bruto "," 4121666 "," 2560440 "," 2379685 "
3.04," Despesas/Receitas Operacionais "," 315551 "," 1866802 "," -38513 "
3.04.01," Despesas com Vendas "," 54774 "," 1477622 "," -26707 "
3.04.01.01," Receitas – Revisão Tarifaria Periódica, líquidas "," 54774 "," 1477622 "," -26707 "
3.04.02," Despesas Gerais e Administrativas "," -223998 "," -253516 "," -195119 "
3.04.02.01," Honorários da Administração "," -12007 "," -9963 "," -16219 "
3.04.02.02," Outras Despesas Gerais e Administrativas "," -211991 "," -243553 "," -178900 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 24718 "," 192760 "," 16892 "
3.04.05," Outras Despesas Operacionais "," -58491 "," -22589 "," -13367 "
3.04.05.01," Operações de Fusões e Aquisições "," "," "," "
3.04.05.02," Outras Despesas Operacionais "," -58491 "," -22589 "," -13367 "
3.04.06," Resultado de Equivalência Patrimonial "," 518548 "," 472525 "," 179788 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 4437217 "," 4427242 "," 2341172 "
3.06," Resultado Financeiro "," -630993 "," -209175 "," -185259 "
3.06.01," Receitas Financeiras "," 87530 "," 371349 "," 439041 "
3.06.02," Despesas Financeiras "," -718523 "," -580524 "," -624300 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 3806224 "," 4218067 "," 2155913 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -768416 "," -835417 "," -376462 "
3.08.01," Corrente "," -308917 "," -415955 "," -276796 "
3.08.02," Diferido "," -459499 "," -419462 "," -99666 "
3.09," Resultado Líquido das Operações Continuadas "," 3037808 "," 3382650 "," 1779451 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.01.01," Reversão dos Juros sobre Capital Próprio "," "," "," "
3.10.01.02," Participação de acionista não controlador "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 3037808 "," 3382650 "," 1779451 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 3018599 "," 3361503 "," 1762631 "
3.11.02," Atribuído a Sócios Não Controladores "," 19209 "," 21147 "," 16820 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 4.58139 "," 5.10182 "," 3.31559 "
3.99.01.02," PN "," 4.58139 "," 5.10182 "," 3.31559 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 4.58109 "," 5.10144 "," 3.31534 "
3.99.02.02," PN "," 4.58109 "," 5.10144 "," 3.31534 "
