Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2449439 "," 1797590 "," 1525780 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1582422 "," -1232258 "," -1097731 "
3.02.01," Variação do valor justo dos ativos biológicos "," 76434 "," 31722 "," 10378 "
3.02.02," Custo dos produtos vendidos "," -1658856 "," -1263980 "," -1108109 "
3.03," Resultado Bruto "," 867017 "," 565332 "," 428049 "
3.04," Despesas/Receitas Operacionais "," -317296 "," -370976 "," -295369 "
3.04.01," Despesas com Vendas "," -293632 "," -255340 "," -208422 "
3.04.02," Despesas Gerais e Administrativas "," -78719 "," -69021 "," -67542 "
3.04.02.01," Despesas Gerais e Adminstrativas "," -69708 "," -62276 "," -60891 "
3.04.02.02," Honorários da administração "," -9011 "," -6745 "," -6651 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," 55055 "," -46615 "," -19405 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 549721 "," 194356 "," 132680 "
3.06," Resultado Financeiro "," -24168 "," 47844 "," -37336 "
3.06.01," Receitas Financeiras "," 158220 "," 256877 "," 105652 "
3.06.02," Despesas Financeiras "," -182388 "," -209033 "," -142988 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 525553 "," 242200 "," 95344 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -97593 "," -98035 "," -29684 "
3.08.01," Corrente "," -99077 "," -85972 "," -24687 "
3.08.02," Diferido "," 1484 "," -12063 "," -4997 "
3.09," Resultado Líquido das Operações Continuadas "," 427960 "," 144165 "," 65660 "
3.10," Resultado Líquido de Operações Descontinuadas "," 11 "," 10 "," 23 "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," 11 "," 10 "," 23 "
3.10.01.01," Participação Minoritária "," 11 "," 10 "," 23 "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 427971 "," 144175 "," 65683 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 427971 "," 144175 "," 65683 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 4.35430 "," 1.46781 "," 0.66870 "
3.99.01.02," PN "," 4.78974 "," 1.61461 "," 0.73588 "
3.99.02," Lucro Diluído por Ação "," "," "," "
