Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 40965431 "," 30460277 "," 26012950 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -20615588 "," -18966331 "," -20743482 "
3.03," Resultado Bruto "," 20349843 "," 11493946 "," 5269468 "
3.04," Despesas/Receitas Operacionais "," -2169652 "," -3050552 "," -2640890 "
3.04.01," Despesas com Vendas "," -2291722 "," -2174652 "," -1905279 "
3.04.02," Despesas Gerais e Administrativas "," -1577909 "," -1443192 "," -1173358 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1653254 "," 546687 "," 489544 "
3.04.05," Outras Despesas Operacionais "," -5187 "," -15537 "," -83790 "
3.04.06," Resultado de Equivalência Patrimonial "," 51912 "," 36142 "," 31993 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 18180191 "," 8443394 "," 2628578 "
3.06," Resultado Financeiro "," -9347234 "," -26085523 "," -6725781 "
3.06.01," Receitas Financeiras "," 272556 "," 327475 "," 493246 "
3.06.02," Despesas Financeiras "," -9619790 "," -26412998 "," -7219027 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 8832957 "," -17642129 "," -4097203 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -197425 "," 6927194 "," 1282461 "
3.08.01," Corrente "," -292115 "," -181926 "," -246110 "
3.08.02," Diferido "," 94690 "," 7109120 "," 1528571 "
3.09," Resultado Líquido das Operações Continuadas "," 8635532 "," -10714935 "," -2814742 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 8635532 "," -10714935 "," -2814742 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 8626386 "," -10724828 "," -2817518 "
3.11.02," Atribuído a Sócios Não Controladores "," 9146 "," 9893 "," 2776 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 6.39360 "," -7.94890 "," -2.08825 "
3.99.01.02," PNA "," "," "," "
3.99.01.03," PNB "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 6.39205 "," -7.94890 "," -2.08825 "
3.99.02.02," PNA "," "," "," "
3.99.02.03," PNB "," "," "," "
