Conta," Descrição ","01/04/2021 a 31/03/2022 ","01/04/2020 a 31/03/2021 ","01/04/2019 a 31/03/2020 "
3.01," Receita de Venda de Bens e/ou Serviços "," 5719953 "," 4305083 "," 3693860 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -3299689 "," -2750835 "," -2516996 "
3.03," Resultado Bruto "," 2420264 "," 1554248 "," 1176864 "
3.04," Despesas/Receitas Operacionais "," -7562 "," -3334 "," 8969 "
3.04.01," Despesas com Vendas "," -160167 "," -173154 "," -138197 "
3.04.02," Despesas Gerais e Administrativas "," -293576 "," -257158 "," -216869 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 438823 "," 421202 "," 363410 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 7358 "," 5776 "," 625 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2412702 "," 1550914 "," 1185833 "
3.06," Resultado Financeiro "," -473461 "," -342112 "," -452159 "
3.06.01," Receitas Financeiras "," 231331 "," 112543 "," 181638 "
3.06.02," Despesas Financeiras "," -704792 "," -454655 "," -633797 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 1939241 "," 1208802 "," 733674 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -458373 "," -281678 "," -94664 "
3.08.01," Corrente "," -229327 "," -167151 "," -124725 "
3.08.02," Diferido "," -229046 "," -114527 "," 30061 "
3.09," Resultado Líquido das Operações Continuadas "," 1480868 "," 927124 "," 639010 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 1480868 "," 927124 "," 639010 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1480868 "," 927124 "," 639010 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 4.27530 "," 2.67660 "," 1.83390 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 4.27530 "," 2.67660 "," 1.83390 "
