Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 187862 "," 155874 "," 180557 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -8830 "," -6514 "," -8308 "
3.03," Resultado Bruto "," 179032 "," 149360 "," 172249 "
3.04," Despesas/Receitas Operacionais "," 21659 "," -16788 "," 382187 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -21173 "," -18928 "," -14921 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 48779 "," -1482 "," 401304 "
3.04.04.01," Ganho com Valor Justo de Propriedades para Investimentos "," 48779 "," -1482 "," 401304 "
3.04.05," Outras Despesas Operacionais "," -5947 "," 3622 "," -4196 "
3.04.05.01," Depreciação e Amortização "," -6595 "," -2417 "," -2672 "
3.04.05.02," Outras Receitas (Despesas) Operacionais, Líquidas "," 648 "," 6039 "," -1524 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 200691 "," 132572 "," 554436 "
3.06," Resultado Financeiro "," -125737 "," -119626 "," -121441 "
3.06.01," Receitas Financeiras "," 2784 "," 1347 "," 8616 "
3.06.02," Despesas Financeiras "," -128521 "," -120973 "," -130057 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 74954 "," 12946 "," 432995 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -31262 "," -11013 "," -148218 "
3.08.01," Corrente "," -14677 "," -11517 "," -11775 "
3.08.02," Diferido "," -16585 "," 504 "," -136443 "
3.09," Resultado Líquido das Operações Continuadas "," 43692 "," 1933 "," 284777 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 43692 "," 1933 "," 284777 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 41106 "," 110 "," 281883 "
3.11.02," Atribuído a Sócios Não Controladores "," 2586 "," 1823 "," 2894 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.31620 "," 0.00085 "," 2.16833 "
3.99.02," Lucro Diluído por Ação "," "," "," "
