Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1136572 "," 928787 "," 1072865 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -780530 "," -763465 "," -788049 "
3.03," Resultado Bruto "," 356042 "," 165322 "," 284816 "
3.04," Despesas/Receitas Operacionais "," -267868 "," -174445 "," -142160 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -261934 "," -172156 "," -159023 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -11887 "," -14550 "," -399 "
3.04.06," Resultado de Equivalência Patrimonial "," 5953 "," 12261 "," 17262 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 88174 "," -9123 "," 142656 "
3.06," Resultado Financeiro "," -85718 "," -63944 "," -76948 "
3.06.01," Receitas Financeiras "," "," "," "
3.06.02," Despesas Financeiras "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 2456 "," -73067 "," 65708 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -468 "," -19364 "," -15635 "
3.08.01," Corrente "," -28450 "," -24357 "," -20887 "
3.08.02," Diferido "," 27982 "," 4993 "," 5252 "
3.09," Resultado Líquido das Operações Continuadas "," 1988 "," -92431 "," 50073 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 1988 "," -92431 "," 50073 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -5625 "," -97416 "," 41300 "
3.11.02," Atribuído a Sócios Não Controladores "," 7613 "," 4985 "," 8773 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0.04800 "," -0.82500 "," 0.35000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0.04800 "," -0.82500 "," 0.35000 "
