Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2617 "," 1570 "," 1099 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 2617 "," 1570 "," 1099 "
3.04," Despesas/Receitas Operacionais "," -296 "," -1638 "," -359 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -296 "," -1636 "," -360 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.03.01," Despesas Extraordinárias "," "," "," "
3.04.04," Outras Receitas Operacionais "," 0 "," 0 "," 1 "
3.04.05," Outras Despesas Operacionais "," 0 "," -2 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2321 "," -68 "," 740 "
3.06," Resultado Financeiro "," -1878 "," -171982 "," -525 "
3.06.01," Receitas Financeiras "," 705 "," 374 "," 266 "
3.06.01.01," Outras receitas Financeiras "," 705 "," 374 "," 266 "
3.06.02," Despesas Financeiras "," -2583 "," -172356 "," -791 "
3.06.02.01," Despesas financeiras - capital de giro "," -8 "," -4 "," 0 "
3.06.02.02," Outras despesas financeiras "," -2575 "," -397 "," -791 "
3.06.02.03," Resultado financeiro não recorrente (reclassificado) "," 0 "," -171955 "," 0 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 443 "," -172050 "," 215 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 0 "," 1 "," 3221 "
3.08.01," Corrente "," 0 "," 0 "," -37 "
3.08.02," Diferido "," 0 "," 1 "," 3258 "
3.09," Resultado Líquido das Operações Continuadas "," 443 "," -172049 "," 3436 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 443 "," -172049 "," 3436 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.86863 "," -337.35164 "," 6.73727 "
3.99.01.02," PN "," 0.86863 "," -337.35164 "," 6.73727 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.86863 "," -337.35164 "," 6.73727 "
3.99.02.02," PN "," 0.86863 "," -337.35164 "," 6.73727 "
