Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2668221 "," 1436306 "," 1050533 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2188617 "," -1184950 "," -926385 "
3.03," Resultado Bruto "," 479604 "," 251356 "," 124148 "
3.04," Despesas/Receitas Operacionais "," -63772 "," -15373 "," -82435 "
3.04.01," Despesas com Vendas "," -64616 "," -46173 "," -40659 "
3.04.02," Despesas Gerais e Administrativas "," -66148 "," -43561 "," -42008 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 83378 "," 86516 "," 1089 "
3.04.05," Outras Despesas Operacionais "," -16386 "," -12155 "," -857 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 415832 "," 235983 "," 41713 "
3.06," Resultado Financeiro "," 25349 "," 40841 "," -13750 "
3.06.01," Receitas Financeiras "," 74553 "," 67852 "," 17831 "
3.06.02," Despesas Financeiras "," -49204 "," -27011 "," -31581 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 441181 "," 276824 "," 27963 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -147833 "," -94330 "," -10138 "
3.08.01," Corrente "," -147844 "," -94341 "," -10221 "
3.08.02," Diferido "," 11 "," 11 "," 83 "
3.09," Resultado Líquido das Operações Continuadas "," 293348 "," 182494 "," 17825 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 293348 "," 182494 "," 17825 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 293348 "," 182494 "," 17825 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 12.25736 "," 9.98887 "," 0.97566 "
3.99.01.02," PN "," 12.25736 "," 9.98887 "," 0.97566 "
3.99.02," Lucro Diluído por Ação "," "," "," "
