Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1804939 "," 945446 "," 1111670 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1192198 "," -639914 "," -751186 "
3.03," Resultado Bruto "," 612741 "," 305532 "," 360484 "
3.04," Despesas/Receitas Operacionais "," 1501891 "," 15352 "," -141078 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -103567 "," -69216 "," -58462 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," 1605544 "," 77348 "," -84407 "
3.04.05.01," Custo Eexploratório para Extração de Petróleo e Gás "," -76379 "," -70111 "," -81731 "
3.04.05.02," Outras operacionais líquidas "," 1681923 "," 147459 "," -2676 "
3.04.06," Resultado de Equivalência Patrimonial "," -86 "," 7220 "," 1791 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 2114632 "," 320884 "," 219406 "
3.06," Resultado Financeiro "," 241 "," -177920 "," -19375 "
3.06.01," Receitas Financeiras "," 114864 "," 79335 "," 117400 "
3.06.01.01," Rendimento de aplicação financeira "," 114864 "," 79335 "," 117400 "
3.06.01.02," Outros "," "," "," "
3.06.02," Despesas Financeiras "," -114623 "," -257255 "," -136775 "
3.06.02.01," Despesas Financeiras "," "," "," "
3.06.02.02," Outros "," -114623 "," -257255 "," -136775 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 2114873 "," 142964 "," 200031 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -670308 "," -19011 "," -16157 "
3.08.01," Corrente "," -411026 "," -41927 "," -56791 "
3.08.02," Diferido "," -259282 "," 22916 "," 40634 "
3.09," Resultado Líquido das Operações Continuadas "," 1444565 "," 123953 "," 183874 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 1444565 "," 123953 "," 183874 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 1444565 "," 123953 "," 183874 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
