Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 146635 "," 107895 "," 154226 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -40221 "," -30817 "," -52152 "
3.03," Resultado Bruto "," 106414 "," 77078 "," 102074 "
3.04," Despesas/Receitas Operacionais "," -41976 "," 31634 "," 301837 "
3.04.01," Despesas com Vendas "," -9546 "," -4883 "," -3265 "
3.04.02," Despesas Gerais e Administrativas "," -53860 "," -40809 "," -31183 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," 21595 "," 77326 "," 336285 "
3.04.05.01," Outras Receitas (Despesas) Operacionais "," -15904 "," 15532 "," -5957 "
3.04.05.02," Valor Justo de Propriedades para Investimento "," 37499 "," 61794 "," 342242 "
3.04.06," Resultado de Equivalência Patrimonial "," -165 "," 0 "," 0 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 64438 "," 108712 "," 403911 "
3.06," Resultado Financeiro "," -48861 "," -15217 "," -70617 "
3.06.01," Receitas Financeiras "," 12883 "," 22796 "," 7776 "
3.06.02," Despesas Financeiras "," -61744 "," -38013 "," -78393 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 15577 "," 93495 "," 333294 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -23959 "," -43568 "," -102749 "
3.08.01," Corrente "," -325 "," -740 "," -2445 "
3.08.02," Diferido "," -23634 "," -42828 "," -100304 "
3.09," Resultado Líquido das Operações Continuadas "," -8382 "," 49927 "," 230545 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.01.01," Resultado de Operações Descontinuadas "," "," "," "
3.10.01.02," Participação de não Controladores "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -8382 "," 49927 "," 230545 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -8382 "," 41808 "," 230545 "
3.11.02," Atribuído a Sócios Não Controladores "," 0 "," 8119 "," 0 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
