Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 15895635 "," 14105419 "
1.01," Ativo Circulante "," 2135183 "," 2360161 "
1.01.01," Caixa e Equivalentes de Caixa "," 384824 "," 896031 "
1.01.01.01," Caixa e bancos "," 4222 "," 6683 "
1.01.01.02," Aplicações Financeiras "," 380602 "," 889348 "
1.01.02," Aplicações Financeiras "," "," "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 212069 "," 190378 "
1.01.03.01," Clientes "," 212069 "," 190378 "
1.01.03.01.01," Contas a receber de concessionárias e permissionárias "," 212069 "," 190378 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," "," "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 160897 "," 124355 "
1.01.06.01," Tributos Correntes a Recuperar "," 160897 "," 124355 "
1.01.07," Despesas Antecipadas "," "," "
1.01.08," Outros Ativos Circulantes "," 1377393 "," 1149397 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 1377393 "," 1149397 "
1.01.08.03.01," Títulos e valores mobiliários "," "," "
1.01.08.03.02," Ativo financeiro de concessão "," "," "
1.01.08.03.03," Dividendos a receber "," 208 "," 50332 "
1.01.08.03.04," Outras contas a receber e outros ativos "," 56457 "," 83567 "
1.01.08.03.05," Ativo de contrato de concessão "," 1320728 "," 1015498 "
1.01.08.03.06," Cauções e depósitos vinculados "," "," "
1.02," Ativo Não Circulante "," 13760452 "," 11745258 "
1.02.01," Ativo Realizável a Longo Prazo "," 10138624 "," 8629485 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 21332 "," 19635 "
1.02.01.04.01," Contas a receber de concessionárias e permissionárias "," 21332 "," 19635 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," "," "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," "," "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 10117292 "," 8609850 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Títulos e valores mobiliários "," 9948 "," 9586 "
1.02.01.10.04," Ativo financeiro de concessão "," "," "
1.02.01.10.05," Outras contas a receber "," 35616 "," 41526 "
1.02.01.10.06," Depósitos judiciais "," 64771 "," 44870 "
1.02.01.10.07," Instrumentos financeiros derivativos "," 207267 "," 157169 "
1.02.01.10.08," Impostos e contribuições sociais "," "," "
1.02.01.10.09," Impostos e contribuições sociais diferidos "," "," "
1.02.01.10.10," Ativo de contrato de concessão "," 9799690 "," 8356699 "
1.02.02," Investimentos "," 3436678 "," 2952525 "
1.02.02.01," Participações Societárias "," 3436678 "," 2952525 "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.04," Participações em Controladas em Conjunto "," "," "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 86349 "," 73676 "
1.02.03.01," Imobilizado em Operação "," 73892 "," 44742 "
1.02.03.02," Direito de Uso em Arrendamento "," 12457 "," 28934 "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 98801 "," 89572 "
1.02.04.01," Intangíveis "," 98801 "," 89572 "
1.02.04.01.01," Contrato de Concessão "," "," "
1.02.04.02," Goodwill "," "," "
