Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 19562553 "," 18420508 "
2.01," Passivo Circulante "," 1601955 "," 1446863 "
2.01.01," Obrigações Sociais e Trabalhistas "," 23893 "," 25729 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 225578 "," 147934 "
2.01.02.01," Fornecedores Nacionais "," "," "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 37709 "," 53614 "
2.01.03.01," Obrigações Fiscais Federais "," "," "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," "," "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 210783 "," 130764 "
2.01.04.01," Empréstimos e Financiamentos "," 208959 "," 128977 "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," 1824 "," 1787 "
2.01.05," Outras Obrigações "," 778435 "," 1024240 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 778435 "," 1024240 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 249692 "," 632008 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Instrumentos financeiros derivativos "," 12699 "," 95084 "
2.01.05.02.05," Contratos futuros de energia "," 282619 "," 120475 "
2.01.05.02.06," Encargos setoriais "," 20170 "," 76507 "
2.01.05.02.07," UBP - Uso do bem público "," 42462 "," 41307 "
2.01.05.02.08," Obrigações socioambientais e desmobilização de ativos "," 44065 "," 34478 "
2.01.05.02.09," Outros passivos "," 126728 "," 24381 "
2.01.06," Provisões "," 325557 "," 64582 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," 325557 "," 64582 "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.06.02.04," Provisão de ressarcimento "," 325557 "," 64582 "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 8914083 "," 8719989 "
2.02.01," Empréstimos e Financiamentos "," 4505589 "," 3625531 "
2.02.01.01," Empréstimos e Financiamentos "," 4501915 "," 3620711 "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," 3674 "," 4820 "
2.02.02," Outras Obrigações "," 2719088 "," 2912693 "
2.02.02.01," Passivos com Partes Relacionadas "," 64182 "," 16970 "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 2654906 "," 2895723 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
