Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 192725 "," 94336 "," 59891 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -53185 "," -15986 "," -11240 "
3.03," Resultado Bruto "," 139540 "," 78350 "," 48651 "
3.04," Despesas/Receitas Operacionais "," -30908 "," -19316 "," -13262 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -30908 "," -19316 "," -13262 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 108632 "," 59034 "," 35389 "
3.06," Resultado Financeiro "," -47992 "," -51703 "," -57765 "
3.06.01," Receitas Financeiras "," 852 "," 579 "," 2915 "
3.06.02," Despesas Financeiras "," -48844 "," -52282 "," -60680 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 60640 "," 7331 "," -22376 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -22961 "," -2977 "," 8135 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," -22961 "," -2977 "," 8135 "
3.09," Resultado Líquido das Operações Continuadas "," 37679 "," 4354 "," -14241 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 37679 "," 4354 "," -14241 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 56.49000 "," 6.53000 "," 21.35000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
