Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 6032410 "," 3393464 "
2.01," Passivo Circulante "," 1190722 "," 1021299 "
2.01.01," Obrigações Sociais e Trabalhistas "," 80137 "," 65331 "
2.01.01.01," Obrigações Sociais "," 80137 "," 65331 "
2.01.01.02," Obrigações Trabalhistas "," "," "
2.01.02," Fornecedores "," 427339 "," 345801 "
2.01.02.01," Fornecedores Nacionais "," 427339 "," 345801 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 88772 "," 113029 "
2.01.03.01," Obrigações Fiscais Federais "," 88772 "," 113029 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 19868 "," 27593 "
2.01.03.01.02," Obrigações tributárias "," 68904 "," 85436 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 395935 "," 272972 "
2.01.04.01," Empréstimos e Financiamentos "," 355928 "," 241876 "
2.01.04.01.01," Em Moeda Nacional "," 355928 "," 241876 "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," 2540 "," 0 "
2.01.04.03," Financiamento por Arrendamento "," 37467 "," 31096 "
2.01.05," Outras Obrigações "," 198539 "," 224166 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 198539 "," 224166 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 24102 "," 18526 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Contas a pagar por aquisições "," 83191 "," 109064 "
2.01.05.02.05," Outros passivos "," 91246 "," 96576 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 2536745 "," 1690996 "
2.02.01," Empréstimos e Financiamentos "," 2034437 "," 1359361 "
2.02.01.01," Empréstimos e Financiamentos "," 805127 "," 1157280 "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," 997106 "," 0 "
2.02.01.03," Financiamento por Arrendamento "," 232204 "," 202081 "
2.02.01.03.01," Arrendamento mercantil "," 232204 "," 202081 "
2.02.02," Outras Obrigações "," 455235 "," 305122 "
2.02.02.01," Passivos com Partes Relacionadas "," 8541 "," 6411 "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 446694 "," 298711 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Obrigações sociais "," 12294 "," 140911 "
2.02.02.02.04," Obrigações tributárias "," 7304 "," 3977 "
2.02.02.02.05," Contas a pagar por aquisições "," 371316 "," 95675 "
2.02.02.02.06," Adiantamentos por futuro aumento de capital "," 5424 "," 8476 "
2.02.02.02.07," Outros passivos "," 50356 "," 49672 "
2.02.03," Tributos Diferidos "," 5939 "," 6447 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 5939 "," 6447 "
2.02.04," Provisões "," 41134 "," 20066 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 41134 "," 20066 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido "," 2304943 "," 681169 "
2.03.01," Capital Social Realizado "," 2102668 "," 416066 "
2.03.01.01," Capital social integralizado "," 2207134 "," 416066 "
2.03.01.02," Gastos com oferta publica de ações "," -104466 "," 0 "
2.03.02," Reservas de Capital "," 588005 "," 466746 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," -20621 "," 0 "
2.03.04.01," Reserva Legal "," "," "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," "," "
2.03.04.05," Reserva de Retenção de Lucros "," "," "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," -20621 "," 0 "
2.03.05," Lucros/Prejuízos Acumulados "," -334752 "," -287852 "
2.03.06," Ajustes de Avaliação Patrimonial "," -481291 "," -193189 "
2.03.06.01," Ajuste de avaliação patrimonial "," 14955 "," 11997 "
2.03.06.02," Transação entre sócios "," -496246 "," -205186 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 450934 "," 279398 "
