Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2236519 "," 1824737 "," 1749610 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1847237 "," -1529889 "," -1463559 "
3.03," Resultado Bruto "," 389282 "," 294848 "," 286051 "
3.04," Despesas/Receitas Operacionais "," -105726 "," -83677 "," -103586 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -107571 "," -81691 "," -103980 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 8731 "," 4769 "," 8301 "
3.04.05," Outras Despesas Operacionais "," -6886 "," -6755 "," -7907 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 283556 "," 211171 "," 182465 "
3.06," Resultado Financeiro "," -37883 "," -23783 "," -9602 "
3.06.01," Receitas Financeiras "," 139599 "," 55742 "," 54151 "
3.06.02," Despesas Financeiras "," -177482 "," -79525 "," -63753 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 245673 "," 187388 "," 172863 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -80050 "," -63080 "," -56776 "
3.08.01," Corrente "," -55817 "," -8007 "," -42736 "
3.08.02," Diferido "," -24233 "," -55073 "," -14040 "
3.09," Resultado Líquido das Operações Continuadas "," 165623 "," 124308 "," 116087 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 165623 "," 124308 "," 116087 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1707.45000 "," 1281.53000 "," 1196.77000 "
3.99.01.02," PN "," "," "," "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 1707.45000 "," 1281.53000 "," 1196.77000 "
