Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 701792 "," 635790 "," 552485 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -470779 "," -398066 "," -417438 "
3.03," Resultado Bruto "," 231013 "," 237724 "," 135047 "
3.04," Despesas/Receitas Operacionais "," -102744 "," -84024 "," -81802 "
3.04.01," Despesas com Vendas "," -58877 "," -59294 "," -34078 "
3.04.02," Despesas Gerais e Administrativas "," -50829 "," -30665 "," -58024 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 11844 "," -141 "," 9113 "
3.04.04.01," Ganho na venda de participação societária "," "," "," "
3.04.04.02," Ganho na distribuição de lucro "," 8013 "," 13619 "," 6447 "
3.04.04.03," Ganho na alienação de participação societária "," 3831 "," -13760 "," 2666 "
3.04.04.04," Outras receitas operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -8998 "," 1791 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," 4116 "," 4285 "," 1187 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 128269 "," 153700 "," 53245 "
3.06," Resultado Financeiro "," -7159 "," -3453 "," -8758 "
3.06.01," Receitas Financeiras "," 11357 "," 14285 "," 10519 "
3.06.02," Despesas Financeiras "," -18516 "," -17738 "," -19277 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 121110 "," 150247 "," 44487 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -14321 "," -12782 "," -13908 "
3.08.01," Corrente "," -15334 "," -14389 "," -13847 "
3.08.02," Diferido "," 1013 "," 1607 "," -61 "
3.09," Resultado Líquido das Operações Continuadas "," 106789 "," 137465 "," 30579 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 106789 "," 137465 "," 30579 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 13915 "," 8971 "," -22599 "
3.11.02," Atribuído a Sócios Não Controladores "," 92874 "," 128494 "," 53178 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.43000 "," 0.28000 "," -0.70000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.43000 "," 0.28000 "," -0.70000 "
