Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 101534 "," 90252 "," 89590 "
3.01.01," Receita operacional líquida "," 101534 "," 90252 "," 89590 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -6463 "," -5218 "," -4292 "
3.02.01," Custos "," -6463 "," -5218 "," -4292 "
3.03," Resultado Bruto "," 95071 "," 85034 "," 85298 "
3.04," Despesas/Receitas Operacionais "," -2357 "," -1056 "," -2170 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -2357 "," -1056 "," -2170 "
3.04.02.01," Despesas operacionais gerais e administrativas "," -2357 "," -1056 "," -2170 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 92714 "," 83978 "," 83128 "
3.06," Resultado Financeiro "," -33869 "," -30212 "," -34125 "
3.06.01," Receitas Financeiras "," 1328 "," 642 "," 868 "
3.06.01.01," Receitas Financeiras "," 1328 "," 642 "," 868 "
3.06.02," Despesas Financeiras "," -35197 "," -30854 "," -34993 "
3.06.02.01," Despesas Financeiras "," -35197 "," -30854 "," -34993 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 58845 "," 53766 "," 49003 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -12517 "," -15672 "," -10811 "
3.08.01," Corrente "," -621 "," -897 "," -656 "
3.08.02," Diferido "," -11896 "," -14775 "," -10155 "
3.09," Resultado Líquido das Operações Continuadas "," 46328 "," 38094 "," 38192 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 46328 "," 38094 "," 38192 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.24000 "," 0.19000 "," 0.19000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.24000 "," 0.19000 "," 0.19000 "
