Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 7214987 "," 6097354 "
1.01," Ativo Circulante "," 2755689 "," 2128711 "
1.01.01," Caixa e Equivalentes de Caixa "," 687156 "," 469267 "
1.01.02," Aplicações Financeiras "," "," "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," "," "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 1235716 "," 1105254 "
1.01.03.01," Clientes "," 1235716 "," 1105254 "
1.01.03.02," Outras Contas a Receber "," "," "
1.01.04," Estoques "," "," "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 278775 "," 353647 "
1.01.06.01," Tributos Correntes a Recuperar "," 278775 "," 353647 "
1.01.06.01.01," Imposto de renda e Contribuição social a compensar "," 64020 "," 15802 "
1.01.06.01.02," Outros tributos compensáveis "," 214755 "," 337845 "
1.01.07," Despesas Antecipadas "," "," "
1.01.08," Outros Ativos Circulantes "," 554042 "," 200543 "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," 554042 "," 200543 "
1.01.08.03.01," Cauções e depósitos vinculados "," 197 "," 197 "
1.01.08.03.02," Ativos financeiros setoriais "," 366289 "," 93072 "
1.01.08.03.03," Outros créditos "," 187556 "," 107274 "
1.02," Ativo Não Circulante "," 4459298 "," 3968643 "
1.02.01," Ativo Realizável a Longo Prazo "," 3569409 "," 3079462 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," "," "
1.02.01.01.01," Títulos Designados a Valor Justo "," "," "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.04," Contas a Receber "," 2242796 "," 1725686 "
1.02.01.04.01," Consumidores e concessionárias "," 15908 "," 12443 "
1.02.01.04.02," Ativos da concessão "," 427811 "," 285113 "
1.02.01.04.03," Ativo financeiro indenizável "," 1799077 "," 1428130 "
1.02.01.04.04," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 187493 "," 225914 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," 187493 "," 225914 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," "," "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.02," Créditos com Controladas "," "," "
1.02.01.09.03," Créditos com Controladores "," "," "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 1139120 "," 1127862 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Imposto de renda e Contribuição social a compensar "," "," "
1.02.01.10.04," Outros tributos compensáveis "," 502476 "," 794189 "
1.02.01.10.05," Cauções e depósitos vinculados "," 131427 "," 126892 "
1.02.01.10.06," Ativos financeiros setoriais "," 495569 "," 196943 "
1.02.01.10.07," Outros créditos "," 9648 "," 9838 "
1.02.02," Investimentos "," 992 "," 1003 "
1.02.02.01," Participações Societárias "," "," "
1.02.02.01.01," Participações em Coligadas "," "," "
1.02.02.01.02," Participações em Controladas "," "," "
1.02.02.01.03," Participações em Controladas em Conjunto "," "," "
1.02.02.01.04," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," 992 "," 1003 "
1.02.03," Imobilizado "," 60162 "," 58410 "
1.02.03.01," Imobilizado em Operação "," 60162 "," 58410 "
1.02.03.02," Direito de Uso em Arrendamento "," "," "
1.02.03.03," Imobilizado em Andamento "," "," "
1.02.04," Intangível "," 828735 "," 829768 "
1.02.04.01," Intangíveis "," 828735 "," 829768 "
1.02.04.01.01," Contrato de Concessão "," "," "
