Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01.01," Receitas de juros e similares "," 5533335 "," 4406428 "," 3773720 "
3.01.02," Aplicações interfinanceiras de liquidez "," 121780 "," 164502 "," 188297 "
3.01.03," Títulos e valores mobiliários "," 52333 "," 4285 "," 41406 "
3.01.04," Derivativos "," 507205 "," 1229667 "," -195242 "
3.01.05," Resultado na alienação de ativos financeiros "," -7398 "," -456 "," 727 "
3.01.06," Resultado de operações de câmbio "," 169743 "," 141655 "," 218005 "
3.02," Despesas de Intermediação Financeira "," -2333166 "," -2315156 "," -1110213 "
3.02.01," Despesas de juros e similares "," -1794623 "," -975304 "," -1105160 "
3.02.02," Passivos financeiros avaliados pelo seu valor justo "," -538543 "," -1339852 "," -5053 "
3.03," Resultado Bruto de Intermediação Financeira "," 4043832 "," 3630925 "," 2916700 "
3.04," Outras Despesas e Receitas Operacionais "," -1478202 "," -1635844 "," -1469720 "
3.04.01," Despesa de Provisão para Perda Esperada para Risco de Crédito "," -443237 "," -683867 "," -506447 "
3.04.02," Receitas de Prestação de Serviços "," 165098 "," 136014 "," 99631 "
3.04.03," Despesas com Pessoal "," -605348 "," -487080 "," -418593 "
3.04.04," Outras Despesas de Administrativas "," -423942 "," -354721 "," -310630 "
3.04.05," Despesas Tributárias "," -241139 "," -206005 "," -183560 "
3.04.06," Outras Receitas Operacionais "," 80809 "," 117766 "," 148693 "
3.04.07," Outras Despesas Operacionais "," -10443 "," -157951 "," -298814 "
3.04.08," Resultado da Equivalência Patrimonial "," "," "," "
3.05," Resultado antes dos Tributos sobre o Lucro "," 2565630 "," 1995081 "," 1446980 "
3.06," Imposto de Renda e Contribuição Social sobre o Lucro "," -989620 "," -692640 "," -320109 "
3.06.01," Corrente "," -886605 "," -719386 "," -618962 "
3.06.02," Diferido "," -103015 "," 26746 "," 298853 "
3.07," Lucro ou Prejuízo das Operações Continuadas "," 1576010 "," 1302441 "," 1126871 "
3.08," Resultado Líquido das Operações Descontinuadas "," "," "," "
3.09," Lucro ou Prejuízo antes das Participações e Contribuições Estatutárias "," 1576010 "," 1302441 "," 1126871 "
3.10," Participações nos Lucros e Contribuições Estatutárias "," -166238 "," -137486 "," -100575 "
3.11," Lucro ou Prejuízo Líquido Consolidado do Período "," 1409772 "," 1164955 "," 1026296 "
3.11.01," Atribuído aos Sócios da Empresa Controladora "," 1409746 "," 1164936 "," 1026274 "
3.11.02," Atribuído aos Sócios não Controladores "," 26 "," 19 "," 22 "
3.99," Lucro por Ação (R$/Ação) "," 2.99200 "," 2.50200 "," 2.17200 "
3.99.01," Lucro Básico por Ação "," 1.49600 "," 1.25100 "," 1.08600 "
3.99.01.01," ON "," 0.74800 "," 0.62550 "," 0.54280 "
3.99.01.02," PN "," 0.74800 "," 0.62550 "," 0.54280 "
3.99.02," Lucro Diluído por Ação "," 1.49600 "," 1.25100 "," 1.08600 "
3.99.02.01," ON "," 0.74800 "," 0.62550 "," 0.54280 "
3.99.02.02," PN "," 0.74800 "," 0.62550 "," 0.54280 "
