Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 3331799 "," 2384620 "," 1851910 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -1723501 "," -1209510 "," -946811 "
3.03," Resultado Bruto "," 1608298 "," 1175110 "," 905099 "
3.04," Despesas/Receitas Operacionais "," -961838 "," -798293 "," -675961 "
3.04.01," Despesas com Vendas "," -483118 "," -379683 "," -360491 "
3.04.02," Despesas Gerais e Administrativas "," -509766 "," -468414 "," -376255 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 19388 "," 32972 "," 51146 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," 11658 "," 16832 "," 9639 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 646460 "," 376817 "," 229138 "
3.06," Resultado Financeiro "," -49456 "," -97911 "," -60453 "
3.06.01," Receitas Financeiras "," 294365 "," 263136 "," 134140 "
3.06.02," Despesas Financeiras "," -343821 "," -361047 "," -194593 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 597004 "," 278906 "," 168685 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -148696 "," -48517 "," -29739 "
3.08.01," Corrente "," -151618 "," -82656 "," -24469 "
3.08.02," Diferido "," 2922 "," 34139 "," -5270 "
3.09," Resultado Líquido das Operações Continuadas "," 448308 "," 230389 "," 138946 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 448308 "," 230389 "," 138946 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," "," "," "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.79380 "," 0.60700 "," 0.36610 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.79380 "," 0.60700 "," 0.36610 "
