Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 1075959 "," 1134633 "," 863493 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," "," "," "
3.03," Resultado Bruto "," 1075959 "," 1134633 "," 863493 "
3.04," Despesas/Receitas Operacionais "," -1190119 "," -844229 "," -408461 "
3.04.01," Despesas com Vendas "," -997 "," -823 "," -845 "
3.04.02," Despesas Gerais e Administrativas "," -1189122 "," -843406 "," -407616 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -114160 "," 290404 "," 455032 "
3.06," Resultado Financeiro "," 333820 "," 126681 "," 236544 "
3.06.01," Receitas Financeiras "," 333820 "," 126681 "," 236544 "
3.06.02," Despesas Financeiras "," "," "," "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 219660 "," 417085 "," 691576 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -72685 "," -117809 "," -211136 "
3.08.01," Corrente "," -72685 "," -117809 "," -211136 "
3.08.02," Diferido "," "," "," "
3.09," Resultado Líquido das Operações Continuadas "," 146975 "," 299276 "," 480440 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 146975 "," 299276 "," 480440 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 146.98000 "," 299.28000 "," 480.44000 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," "," "," "
