Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
1," Ativo Total "," 24715085 "," 20442581 "
1.01," Ativo Circulante "," 3185943 "," 2979609 "
1.01.01," Caixa e Equivalentes de Caixa "," 1929858 "," 1509740 "
1.01.02," Aplicações Financeiras "," 14571 "," 0 "
1.01.02.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 14571 "," 0 "
1.01.02.01.01," Títulos para Negociação "," "," "
1.01.02.01.02," Títulos Designados a Valor Justo "," 14571 "," 0 "
1.01.02.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.01.02.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.01.03," Contas a Receber "," 1103981 "," 1386628 "
1.01.03.01," Clientes "," 732090 "," 853442 "
1.01.03.01.01," Clientes "," 732090 "," 853442 "
1.01.03.02," Outras Contas a Receber "," 371891 "," 533186 "
1.01.03.02.01," Dividendos a Receber "," 67018 "," 65538 "
1.01.03.02.02," Contas a Receber Vinculadas à Concessão "," 5121 "," 4515 "
1.01.03.02.03," Ativos de contrato "," 148488 "," 285682 "
1.01.03.02.04," Créditos com Partes Relacionadas "," 10530 "," 7359 "
1.01.03.02.05," Outros Créditos "," 140734 "," 170092 "
1.01.04," Estoques "," 26396 "," 23307 "
1.01.05," Ativos Biológicos "," "," "
1.01.06," Tributos a Recuperar "," 96036 "," 46940 "
1.01.06.01," Tributos Correntes a Recuperar "," 96036 "," 46940 "
1.01.06.01.01," Imposto de Renda e Contribuição Social "," 77513 "," 21061 "
1.01.06.01.02," Outros Tributos a Recuperar "," 18523 "," 25879 "
1.01.07," Despesas Antecipadas "," 15101 "," 12994 "
1.01.08," Outros Ativos Circulantes "," "," "
1.01.08.01," Ativos Não-Correntes a Venda "," "," "
1.01.08.02," Ativos de Operações Descontinuadas "," "," "
1.01.08.03," Outros "," "," "
1.02," Ativo Não Circulante "," 21529142 "," 17462972 "
1.02.01," Ativo Realizável a Longo Prazo "," 6569382 "," 5368932 "
1.02.01.01," Aplicações Financeiras Avaliadas a Valor Justo através do Resultado "," 335783 "," 289480 "
1.02.01.01.01," Títulos Designados a Valor Justo "," 335783 "," 289480 "
1.02.01.02," Aplicações Financeiras Avaliadas a Valor Justo através de Outros Resultados Abrangentes "," "," "
1.02.01.03," Aplicações Financeiras Avaliadas ao Custo Amortizado "," "," "
1.02.01.03.01," Títulos Mantidos até o Vencimento "," "," "
1.02.01.04," Contas a Receber "," 11916 "," 0 "
1.02.01.04.01," Clientes "," 11916 "," 0 "
1.02.01.04.02," Outras Contas a Receber "," "," "
1.02.01.05," Estoques "," "," "
1.02.01.06," Ativos Biológicos "," "," "
1.02.01.07," Tributos Diferidos "," 48156 "," 34267 "
1.02.01.07.01," Imposto de Renda e Contribuição Social Diferidos "," 48156 "," 34267 "
1.02.01.08," Despesas Antecipadas "," "," "
1.02.01.09," Créditos com Partes Relacionadas "," 200 "," 0 "
1.02.01.09.01," Créditos com Coligadas "," "," "
1.02.01.09.03," Créditos com Controladores "," 200 "," 0 "
1.02.01.09.04," Créditos com Outras Partes Relacionadas "," "," "
1.02.01.10," Outros Ativos Não Circulantes "," 6173327 "," 5045185 "
1.02.01.10.01," Ativos Não-Correntes a Venda "," "," "
1.02.01.10.02," Ativos de Operações Descontinuadas "," "," "
1.02.01.10.03," Contas a Receber Vinculadas à Concessão "," 827950 "," 747891 "
1.02.01.10.04," Ativos de contrato "," 4911550 "," 4064900 "
1.02.01.10.05," Depósitos Judíciais "," 83840 "," 78195 "
1.02.01.10.06," Imposto de Renda e Contribuição Social a Recuperar "," 103837 "," 469 "
1.02.01.10.07," Tributos Correntes a Recuperar "," 76126 "," 59687 "
1.02.01.10.08," Outros Créditos "," 91261 "," 64994 "
1.02.01.10.09," Direito de Uso de Ativos "," 78763 "," 29049 "
1.02.02," Investimentos "," 2887274 "," 2574402 "
1.02.02.01," Participações Societárias "," 2887274 "," 2574402 "
1.02.02.01.01," Participações em Coligadas "," 19101 "," 9986 "
1.02.02.01.04," Participações em Controladas em Conjunto "," 2868173 "," 2564416 "
1.02.02.01.05," Outros Investimentos "," "," "
1.02.02.02," Propriedades para Investimento "," "," "
1.02.03," Imobilizado "," 9776328 "," 9095100 "
1.02.03.01," Imobilizado em Operação "," 9243104 "," 8500845 "
1.02.03.02," Direito de Uso em Arrendamento "," "," "
1.02.03.03," Imobilizado em Andamento "," 533224 "," 594255 "
1.02.04," Intangível "," 2296158 "," 424538 "
1.02.04.01," Intangíveis "," 2296158 "," 424538 "
1.02.04.01.01," Contrato de Concessão "," 1555292 "," 53443 "
1.02.04.01.02," Autorização e Concessão de Controladas "," 703824 "," 346715 "
1.02.04.01.03," Outros "," 37042 "," 24380 "
1.02.04.02," Goodwill "," "," "
