Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 645506 "," 543818 "," 544917 "
3.01.01," Receita de Venda de Bens e/ou Serviços "," 645506 "," 543818 "," 544917 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -518.149 "," -484.882 "," -495.745 "
3.02.01," Custo dos Bens e/ou Serviços Vendidos "," -518.149 "," -484.882 "," -495.745 "
3.03," Resultado Bruto "," 127357 "," 58936 "," 49172 "
3.04," Despesas/Receitas Operacionais "," -28.139 "," -23.839 "," -27.317 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -29.353 "," -25.024 "," -28.346 "
3.04.02.01," Gerais e Administrativas "," -29.353 "," -25.024 "," -25.015 "
3.04.02.02," Honorários da Administração "," 0 "," 0 "," -3.331 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 1214 "," 1185 "," 1029 "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 99218 "," 35097 "," 21855 "
3.06," Resultado Financeiro "," -218.159 "," -129.381 "," -181.344 "
3.06.01," Receitas Financeiras "," 5108 "," 4705 "," 16439 "
3.06.02," Despesas Financeiras "," -223.267 "," -134.086 "," -197.783 "
3.06.02.01," Despesas Financeiras "," -223.231 "," -133.968 "," -197.759 "
3.06.02.02," Variação Cambial Líquida "," -36 "," -118 "," -24 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -118.941 "," -94.284 "," -159.489 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 40030 "," 31887 "," 53850 "
3.08.01," Corrente "," "," "," "
3.08.02," Diferido "," 40030 "," 31887 "," 53850 "
3.09," Resultado Líquido das Operações Continuadas "," -78.911 "," -62.397 "," -105.639 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," -78.911 "," -62.397 "," -105.639 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -0,12000 "," -0,09490 "," -0,16070 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -0,12000 "," -0,09490 "," -0,16070 "
