Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 146363 "," 180647 "," 365965 "
3.01.01," Receita Bruta de Vendas "," 121274 "," 148959 "," 343077 "
3.01.02," Receita de prestação de serviços "," 25089 "," 31688 "," 22888 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -138159 "," -196807 "," -334460 "
3.02.01," Deduções da Receita Bruta "," -5399 "," -6476 "," -7483 "
3.02.02," Custo dos imóveis vendidos "," -112662 "," -175657 "," -314357 "
3.02.03," Custo dos serviços prestados "," -20098 "," -14674 "," -12620 "
3.03," Resultado Bruto "," 8204 "," -16160 "," 31505 "
3.04," Despesas/Receitas Operacionais "," -136314 "," -126401 "," -243739 "
3.04.01," Despesas com Vendas "," -32425 "," -18277 "," -20290 "
3.04.02," Despesas Gerais e Administrativas "," -64514 "," -65690 "," -63487 "
3.04.02.01," Gerais e administrativas "," -50957 "," -48463 "," -47821 "
3.04.02.02," Honorários da administração "," -13557 "," -17227 "," -15666 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," -72326 "," -87856 "," -203507 "
3.04.05.01," Participação de acionistas Não Controladores "," "," "," "
3.04.05.02," Outras Despesas Operacionais "," -72326 "," -87856 "," -203507 "
3.04.06," Resultado de Equivalência Patrimonial "," 32951 "," 45422 "," 43545 "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -128110 "," -142561 "," -212234 "
3.06," Resultado Financeiro "," -53040 "," -18546 "," -44477 "
3.06.01," Receitas Financeiras "," 28448 "," 26584 "," 22033 "
3.06.02," Despesas Financeiras "," -81488 "," -45130 "," -66510 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -181150 "," -161107 "," -256711 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -4491 "," -5768 "," -5663 "
3.08.01," Corrente "," -7037 "," -4349 "," -5243 "
3.08.02," Diferido "," 2546 "," -1419 "," -420 "
3.09," Resultado Líquido das Operações Continuadas "," -185641 "," -166875 "," -262374 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -185641 "," -166875 "," -262374 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -184725 "," -164852 "," -257919 "
3.11.02," Atribuído a Sócios Não Controladores "," -916 "," -2023 "," -4455 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -2.52165 "," -2.23926 "," -0.49830 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," -2.52165 "," -2.23926 "," -0.49830 "
