Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 744692 "," 511424 "," 455875 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -605381 "," -434810 "," -413477 "
3.03," Resultado Bruto "," 139311 "," 76614 "," 42398 "
3.04," Despesas/Receitas Operacionais "," -145818 "," -127206 "," -143333 "
3.04.01," Despesas com Vendas "," -84381 "," -77010 "," -74582 "
3.04.02," Despesas Gerais e Administrativas "," -61507 "," -52100 "," -54778 "
3.04.02.01," Honorários da Administração "," -5686 "," -6783 "," -6813 "
3.04.02.02," Outras Despesas Gerais "," -55821 "," -45317 "," -47965 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," 70 "," 1904 "," 0 "
3.04.04.01," Resultados de transações com ativos não circulantes "," 70 "," 161 "," 0 "
3.04.04.02," Ganhos com parcelamentos de obrigações sociais e fiscais "," "," "," "
3.04.04.03," Outras Receitas "," 0 "," 1743 "," 0 "
3.04.05," Outras Despesas Operacionais "," 0 "," 0 "," -13973 "
3.04.05.01," Resultado de Transações com Ativos não Circulantes "," "," "," "
3.04.05.02," Provisão para Perdas em Investimentos "," 0 "," 0 "," -13951 "
3.04.05.03," Outras Despesas "," 0 "," 0 "," -22 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -6507 "," -50592 "," -100935 "
3.06," Resultado Financeiro "," -108368 "," -90466 "," -84607 "
3.06.01," Receitas Financeiras "," 6420 "," 2130 "," 8092 "
3.06.02," Despesas Financeiras "," -114788 "," -92596 "," -92699 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," -114875 "," -141058 "," -185542 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," 377 "," 491 "," 587 "
3.08.01," Corrente "," -50 "," 0 "," 0 "
3.08.02," Diferido "," 427 "," 491 "," 587 "
3.09," Resultado Líquido das Operações Continuadas "," -114498 "," -140567 "," -184955 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," -114498 "," -140567 "," -184955 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," -112779 "," -139786 "," -179658 "
3.11.02," Atribuído a Sócios Não Controladores "," -1719 "," -781 "," -5297 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," -14.83827 "," -18.21666 "," -958.76315 "
3.99.01.02," PNA "," -14.83827 "," -18.21666 "," -958.76315 "
3.99.01.03," PNB "," -14.83827 "," -18.21666 "," -958.76315 "
3.99.02," Lucro Diluído por Ação "," "," "," "
