Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 751282 "," 630299 "," 661863 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -368952 "," -346873 "," -358754 "
3.03," Resultado Bruto "," 382330 "," 283426 "," 303109 "
3.04," Despesas/Receitas Operacionais "," -391678 "," -208368 "," -166620 "
3.04.01," Despesas com Vendas "," -58830 "," -45931 "," -59033 "
3.04.02," Despesas Gerais e Administrativas "," -152316 "," -115977 "," -107020 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," 753 "," -604 "," -567 "
3.04.03.01," Perdas por redução ao valor recuperável de contas a receber "," 753 "," -604 "," -567 "
3.04.04," Outras Receitas Operacionais "," -181285 "," 0 "," 0 "
3.04.04.01," Outras Despesas "," -181285 "," 0 "," 0 "
3.04.05," Outras Despesas Operacionais "," 0 "," -45856 "," 0 "
3.04.05.01," Plano de Opção - Antecipação Vesting "," 0 "," -45856 "," 0 "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," -9348 "," 75058 "," 136489 "
3.06," Resultado Financeiro "," 214435 "," -12971 "," -23068 "
3.06.01," Receitas Financeiras "," 244838 "," 10590 "," 6049 "
3.06.01.01," Receitas Financeiras "," 57420 "," 10590 "," 6049 "
3.06.01.02," Outras Receitas Financeiras "," 187418 "," 0 "," 0 "
3.06.02," Despesas Financeiras "," -30403 "," -23561 "," -29117 "
3.06.02.01," Despesas Financeiras "," -30403 "," -23561 "," -29117 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 205087 "," 62087 "," 113421 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -50056 "," -15410 "," -38989 "
3.08.01," Corrente "," -62195 "," -18623 "," -30421 "
3.08.02," Diferido "," 12139 "," 3213 "," -8568 "
3.09," Resultado Líquido das Operações Continuadas "," 155031 "," 46677 "," 74432 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo Consolidado do Período "," 155031 "," 46677 "," 74432 "
3.11.01," Atribuído a Sócios da Empresa Controladora "," 155031 "," 46677 "," 74432 "
3.11.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.29172 "," 0.08783 "," 0.14006 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.29065 "," 0.08751 "," 0.13954 "
