Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 85800000 "," 66297000 "
2.01," Passivo Circulante "," 19940000 "," 12000000 "
2.01.01," Obrigações Sociais e Trabalhistas "," 661000 "," 525000 "
2.01.01.01," Obrigações Sociais "," "," "
2.01.01.02," Obrigações Trabalhistas "," 661000 "," 525000 "
2.01.01.02.01," Salários, benefícios a empregados e encargos a pagar "," 661000 "," 525000 "
2.01.02," Fornecedores "," 5538000 "," 4300000 "
2.01.02.01," Fornecedores Nacionais "," "," "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 1719000 "," 1164000 "
2.01.03.01," Obrigações Fiscais Federais "," 1719000 "," 1164000 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 29000 "," 16000 "
2.01.03.01.02," Outros tributos e encargos setoriais a recolher "," 1690000 "," 1148000 "
2.01.03.02," Obrigações Fiscais Estaduais "," "," "
2.01.03.03," Obrigações Fiscais Municipais "," "," "
2.01.04," Empréstimos e Financiamentos "," 7940000 "," 3936000 "
2.01.04.01," Empréstimos e Financiamentos "," 7940000 "," 3936000 "
2.01.04.01.01," Em Moeda Nacional "," "," "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," "," "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 3826000 "," 1854000 "
2.01.05.01," Passivos com Partes Relacionadas "," "," "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," "," "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.01.05.02," Outros "," 3826000 "," 1854000 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 805000 "," 476000 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Outros passivos circulantes "," 1349000 "," 1181000 "
2.01.05.02.05," Benefícios pós-emprego e outros benefícios "," "," "
2.01.05.02.06," Encargos Setoriais "," "," "
2.01.05.02.07," Ressarcimento à consumidores – Tributos federais "," 1500000 "," 6000 "
2.01.05.02.08," Passivo financeiro setorial (Parcela A e outros) "," 0 "," 149000 "
2.01.05.02.09," Passivo de arrendamento "," 38000 "," 28000 "
2.01.05.02.10," Instrumentos financeiros derivativos "," 134000 "," 14000 "
2.01.05.02.11," Outros passivos financieros circulantes "," "," "
2.01.06," Provisões "," 256000 "," 221000 "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 41622000 "," 32788000 "
2.02.01," Empréstimos e Financiamentos "," 30683000 "," 22444000 "
2.02.01.01," Empréstimos e Financiamentos "," 30683000 "," 22444000 "
2.02.01.01.01," Em Moeda Nacional "," "," "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," "," "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 7572000 "," 8635000 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 7572000 "," 8635000 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Fornecedores "," 148000 "," 128000 "
2.02.02.02.04," Encargos Setoriais "," "," "
2.02.02.02.05," Outros tributos e encargos setoriais a recolher "," 1128000 "," 764000 "
2.02.02.02.06," Benefícios pós-emprego e outros benefícios "," 789000 "," 1009000 "
2.02.02.02.07," Coligadas, controladas e controladoras "," "," "
2.02.02.02.08," Recursos destinados a aumento de capital "," "," "
2.02.02.02.09," Outros passivos não circulantes "," 304000 "," 253000 "
2.02.02.02.10," Ressarcimento à consumidores – Tributos federais "," 4529000 "," 5749000 "
2.02.02.02.11," Instrurmentos Financeiros Derivativos "," 197000 "," 123000 "
2.02.02.02.12," Passivo de arrendamento "," 108000 "," 67000 "
2.02.02.02.13," Passivo financeiro setorial (Parcela A e outros) "," 342000 "," 516000 "
2.02.02.02.14," Tributos sobre o lucro "," 27000 "," 26000 "
2.02.03," Tributos Diferidos "," 1766000 "," 503000 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 1766000 "," 503000 "
2.02.04," Provisões "," 1601000 "," 1206000 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 1601000 "," 1206000 "
2.02.04.01.01," Provisões Fiscais "," "," "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.02.04.01.03," Provisões para Benefícios a Empregados "," "," "
2.02.04.01.04," Provisões Cíveis "," "," "
2.02.04.02," Outras Provisões "," "," "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.05.02.08," Valores a receber da parcela A e outros itens financeiros "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
2.02.06.03," Subvenções de Investimento a Apropriar "," "," "
2.03," Patrimônio Líquido Consolidado "," 24238000 "," 21509000 "
2.03.01," Capital Social Realizado "," 12920000 "," 12920000 "
2.03.02," Reservas de Capital "," 129000 "," 96000 "
2.03.02.01," Ágio na Emissão de Ações "," "," "
2.03.02.02," Reserva Especial de Ágio na Incorporação "," "," "
2.03.02.03," Alienação de Bônus de Subscrição "," "," "
2.03.02.04," Opções Outorgadas "," "," "
2.03.02.05," Ações em Tesouraria "," "," "
2.03.02.06," Adiantamento para Futuro Aumento de Capital "," "," "
2.03.03," Reservas de Reavaliação "," "," "
2.03.04," Reservas de Lucros "," 12697000 "," 9745000 "
2.03.04.01," Reserva Legal "," 1200000 "," 1006000 "
2.03.04.02," Reserva Estatutária "," "," "
2.03.04.03," Reserva para Contingências "," "," "
2.03.04.04," Reserva de Lucros a Realizar "," 284000 "," 247000 "
2.03.04.05," Reserva de Retenção de Lucros "," 11213000 "," 8492000 "
2.03.04.06," Reserva Especial para Dividendos Não Distribuídos "," "," "
2.03.04.07," Reserva de Incentivos Fiscais "," "," "
2.03.04.08," Dividendo Adicional Proposto "," "," "
2.03.04.09," Ações em Tesouraria "," "," "
2.03.04.10," Lucro Líquido do período "," "," "
2.03.05," Lucros/Prejuízos Acumulados "," "," "
2.03.06," Ajustes de Avaliação Patrimonial "," -1579000 "," -1597000 "
2.03.07," Ajustes Acumulados de Conversão "," "," "
2.03.08," Outros Resultados Abrangentes "," -281000 "," 3000 "
2.03.08.01," Ganho/perda sobre ativo disponivel para venda "," "," "
2.03.09," Participação dos Acionistas Não Controladores "," 352000 "," 342000 "
