Conta," Descrição "," 31/12/2021 "," 31/12/2020 "
2," Passivo Total "," 24715085 "," 20442581 "
2.01," Passivo Circulante "," 2974846 "," 2858197 "
2.01.01," Obrigações Sociais e Trabalhistas "," 161483 "," 164977 "
2.01.01.01," Obrigações Sociais "," 23183 "," 21358 "
2.01.01.02," Obrigações Trabalhistas "," 138300 "," 143619 "
2.01.02," Fornecedores "," 693804 "," 555876 "
2.01.02.01," Fornecedores Nacionais "," 693804 "," 555876 "
2.01.02.02," Fornecedores Estrangeiros "," "," "
2.01.03," Obrigações Fiscais "," 106219 "," 156270 "
2.01.03.01," Obrigações Fiscais Federais "," 104762 "," 152870 "
2.01.03.01.01," Imposto de Renda e Contribuição Social a Pagar "," 60569 "," 97653 "
2.01.03.01.02," Outras Obrigações Fiscais Federais "," 44193 "," 55217 "
2.01.03.02," Obrigações Fiscais Estaduais "," 408 "," 1723 "
2.01.03.03," Obrigações Fiscais Municipais "," 1049 "," 1677 "
2.01.04," Empréstimos e Financiamentos "," 1108325 "," 980117 "
2.01.04.01," Empréstimos e Financiamentos "," 248801 "," 190672 "
2.01.04.01.01," Em Moeda Nacional "," 248801 "," 190672 "
2.01.04.01.02," Em Moeda Estrangeira "," "," "
2.01.04.02," Debêntures "," 859524 "," 789445 "
2.01.04.03," Financiamento por Arrendamento "," "," "
2.01.05," Outras Obrigações "," 905015 "," 1000957 "
2.01.05.01," Passivos com Partes Relacionadas "," 7471 "," 41961 "
2.01.05.01.01," Débitos com Coligadas "," "," "
2.01.05.01.03," Débitos com Controladores "," 2204 "," 2826 "
2.01.05.01.04," Débitos com Outras Partes Relacionadas "," 5267 "," 39135 "
2.01.05.02," Outros "," 897544 "," 958996 "
2.01.05.02.01," Dividendos e JCP a Pagar "," 652341 "," 781394 "
2.01.05.02.02," Dividendo Mínimo Obrigatório a Pagar "," "," "
2.01.05.02.03," Obrigações por Pagamentos Baseados em Ações "," "," "
2.01.05.02.04," Benefícios Pós-Emprego "," 17568 "," 17634 "
2.01.05.02.05," Encargos setoriais a recolher "," 21588 "," 18147 "
2.01.05.02.06," Pesquisa e Desenvolvimento "," 63063 "," 65978 "
2.01.05.02.07," Contas a Pagar Vinculadas à Concessão "," 7207 "," 6673 "
2.01.05.02.08," Passivo de arrendamentos "," 11982 "," 9798 "
2.01.05.02.09," Outras Contas a Pagar "," 123795 "," 59372 "
2.01.06," Provisões "," "," "
2.01.06.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," "," "
2.01.06.01.01," Provisões Fiscais "," "," "
2.01.06.01.02," Provisões Previdenciárias e Trabalhistas "," "," "
2.01.06.01.03," Provisões para Benefícios a Empregados "," "," "
2.01.06.01.04," Provisões Cíveis "," "," "
2.01.06.02," Outras Provisões "," "," "
2.01.06.02.01," Provisões para Garantias "," "," "
2.01.06.02.02," Provisões para Reestruturação "," "," "
2.01.06.02.03," Provisões para Passivos Ambientais e de Desativação "," "," "
2.01.07," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.01.07.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.01.07.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02," Passivo Não Circulante "," 8866653 "," 6758509 "
2.02.01," Empréstimos e Financiamentos "," 6197117 "," 4950519 "
2.02.01.01," Empréstimos e Financiamentos "," 2610341 "," 2175082 "
2.02.01.01.01," Em Moeda Nacional "," 2610341 "," 2175082 "
2.02.01.01.02," Em Moeda Estrangeira "," "," "
2.02.01.02," Debêntures "," 3586776 "," 2775437 "
2.02.01.03," Financiamento por Arrendamento "," "," "
2.02.02," Outras Obrigações "," 846854 "," 868116 "
2.02.02.01," Passivos com Partes Relacionadas "," "," "
2.02.02.01.01," Débitos com Coligadas "," "," "
2.02.02.01.03," Débitos com Controladores "," "," "
2.02.02.01.04," Débitos com Outras Partes Relacionadas "," "," "
2.02.02.02," Outros "," 846854 "," 868116 "
2.02.02.02.01," Obrigações por Pagamentos Baseados em Ações "," "," "
2.02.02.02.02," Adiantamento para Futuro Aumento de Capital "," "," "
2.02.02.02.03," Fornecedores "," 125249 "," 145146 "
2.02.02.02.04," Obrigações Fiscais "," 55122 "," 51727 "
2.02.02.02.05," Benefícios Pós-Emprego "," 368328 "," 414524 "
2.02.02.02.06," Pesquisa e Desenvolvimento "," 67952 "," 65942 "
2.02.02.02.07," Contas a Pagar Vinculadas à Concessão "," 52153 "," 46755 "
2.02.02.02.08," Passivo de arrendamentos "," 69404 "," 20604 "
2.02.02.02.09," Outras Contas a Pagar "," 108646 "," 123418 "
2.02.03," Tributos Diferidos "," 1261533 "," 376185 "
2.02.03.01," Imposto de Renda e Contribuição Social Diferidos "," 1261533 "," 376185 "
2.02.04," Provisões "," 561149 "," 563689 "
2.02.04.01," Provisões Fiscais Previdenciárias Trabalhistas e Cíveis "," 519873 "," 528928 "
2.02.04.01.01," Provisões Fiscais "," 25346 "," 30255 "
2.02.04.01.02," Provisões Previdenciárias e Trabalhistas "," 156194 "," 151288 "
2.02.04.01.03," Provisões para Benefícios a Empregados "," 11417 "," 14634 "
2.02.04.01.04," Provisões Cíveis "," 326916 "," 332751 "
2.02.04.02," Outras Provisões "," 41276 "," 34761 "
2.02.04.02.01," Provisões para Garantias "," "," "
2.02.04.02.02," Provisões para Reestruturação "," "," "
2.02.04.02.03," Provisões para Passivos Ambientais e de Desativação "," 2215 "," 3763 "
2.02.04.02.04," Provisões para Passivos Regulatórios "," 39061 "," 30998 "
2.02.05," Passivos sobre Ativos Não-Correntes a Venda e Descontinuados "," "," "
2.02.05.01," Passivos sobre Ativos Não-Correntes a Venda "," "," "
2.02.05.02," Passivos sobre Ativos de Operações Descontinuadas "," "," "
2.02.06," Lucros e Receitas a Apropriar "," "," "
2.02.06.01," Lucros a Apropriar "," "," "
2.02.06.02," Receitas a Apropriar "," "," "
