Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receitas das Operações "," 2891 "," 3385 "," 10955 "
3.01.01," Operações de Seguros "," 2891 "," 3385 "," 10955 "
3.01.01.01," Prêmios de Seguros Ganhos "," 1170 "," 1010 "," 7001 "
3.01.01.02," Outras Receitas de Seguros "," 1721 "," 2375 "," 3954 "
3.01.02," Operações de Resseguros "," "," "," "
3.01.02.01," Prêmios de Resseguros Ganhos "," "," "," "
3.01.02.02," Outras Receitas de Resseguros "," "," "," "
3.01.03," Operações de Previdência Complementar "," "," "," "
3.01.03.01," Rendas de Contribuições Retidas "," "," "," "
3.01.03.02," Variações das Provisões Técnicas "," "," "," "
3.01.03.03," Outras Receitas de Prev. Complementar "," "," "," "
3.01.04," Operações de Capitalização "," "," "," "
3.01.04.01," Receita Líquida com Títs. Capitalização "," "," "," "
3.01.04.02," Variações das Provisões Técnicas "," "," "," "
3.01.04.03," Outras Receitas de Capitalização "," "," "," "
3.02," Sinistros e Despesas das Operações "," 1037 "," 2343 "," -8933 "
3.02.01," Operações de Seguros "," 379 "," 12098 "," -5321 "
3.02.01.01," Sinistros Retidos de Seguros "," 966 "," 13437 "," -1234 "
3.02.01.02," Despesas de Comercialização de Seguros "," -34 "," -38 "," -911 "
3.02.01.03," Outras Despesas de Seguros "," -553 "," -1301 "," -3176 "
3.02.02," Operações de Resseguros "," 658 "," -9755 "," -3612 "
3.02.02.01," Sinistros Retidos de Resseguros "," "," "," "
3.02.02.02," Despesas de Comercialização de Resseguros "," "," "," "
3.02.02.03," Outras Despesas de Resseguros "," 658 "," -9755 "," -3612 "
3.02.03," Operações de Previdência Complementar "," "," "," "
3.02.03.01," Despesas com Benefícios e Resgates "," "," "," "
3.02.03.02," Despesas de Comercialização de Prev. Complementar "," "," "," "
3.02.03.03," Outras Despesas de Prev. Complementar "," "," "," "
3.02.04," Operações de Capitalização "," "," "," "
3.02.04.01," Despesas com Resgates e Sorteios "," "," "," "
3.02.04.02," Despesas de Comercialização de Op. de Capitalização "," "," "," "
3.02.04.03," Outras Despesas de Op. de Capitalização "," "," "," "
3.03," Resultado Bruto "," 3928 "," 5728 "," 2022 "
3.04," Despesas Administrativas "," -21160 "," -18133 "," -30741 "
3.04.01," Despesas com Pessoal Próprio "," "," "," "
3.04.02," Despesas com Serviços de Terceiros "," "," "," "
3.04.03," Despesas com Localização e Funcionamento "," "," "," "
3.04.04," Despesas com Publicidade e Propaganda "," "," "," "
3.04.05," Despesas com Tributos "," -1188 "," -1364 "," -2877 "
3.04.06," Despesas com Publicações "," "," "," "
3.04.07," Despesas com Donativos e Contribuições "," "," "," "
3.04.08," Outras Despesas Administrativas "," -19972 "," -16769 "," -27864 "
3.05," Outras Receitas e Despesas Operacionais "," 7236 "," 5260 "," 8369 "
3.05.01," Receitas com Imóveis de Renda "," 932 "," 1217 "," 1805 "
3.05.02," Despesas com Imóveis Destinados à Renda/Venda "," -2963 "," -2768 "," -4762 "
3.05.03," Outros Investimentos "," 8 "," 53 "," 12 "
3.05.04," Ganhos ou Perdas com Ativos não Correntes "," 9259 "," 6758 "," 13707 "
3.05.05," Juros sobre Capital Próprio - Coligada "," "," "," "
3.05.06," Outras Despesas Patrimoniais - Uruguai "," 0 "," 0 "," -2393 "
3.06," Resultado de Equivalência Patrimonial "," 15854 "," 54257 "," 18777 "
3.06.01," Receitas de Equivalência Patrimonial "," 15854 "," 54257 "," 18777 "
3.06.02," Despesas de Equivalência Patrimonial "," "," "," "
3.07," Resultado Antes do Resultado Financeiro e dos Tributos "," 5858 "," 47112 "," -1573 "
3.08," Resultado Financeiro "," 2462 "," 2359 "," 20140 "
3.08.01," Receitas Financeiras "," 8786 "," 10162 "," 31538 "
3.08.02," Despesas Financeiras "," -6324 "," -7803 "," -11398 "
3.09," Resultado Antes dos Tributos sobre o Lucro "," 8320 "," 49471 "," 18567 "
3.10," Imposto de Renda e Contribuição Social sobre o Lucro "," 991 "," 1569 "," -1794 "
3.10.01," Corrente "," 991 "," 1569 "," -1794 "
3.10.02," Diferido "," "," "," "
3.11," Resultado Líquido das Operações Continuadas "," 9311 "," 51040 "," 16773 "
3.12," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.12.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.12.01.01," Reversão de Juros sobre Remuneração de Capital Próprio Distribuídos por investida sob Controle Comum "," "," "," "
3.12.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.13," Lucro/Prejuízo Consolidado do Período "," 9311 "," 51040 "," 16773 "
3.13.01," Atribuído a Sócios da Empresa Controladora "," 9311 "," 51040 "," 16773 "
3.13.02," Atribuído a Sócios Não Controladores "," "," "," "
3.99," Lucro por Ação - (R$ / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 1.15464 "," 6.32937 "," 2.07998 "
3.99.01.02," PN "," 1.27010 "," 6.96234 "," 2.28797 "
3.99.02," Lucro Diluído por Ação "," "," "," "
