Conta," Descrição ","01/01/2021 a 31/12/2021 ","01/01/2020 a 31/12/2020 ","01/01/2019 a 31/12/2019 "
3.01," Receita de Venda de Bens e/ou Serviços "," 2851063 "," 1663357 "," 1858054 "
3.02," Custo dos Bens e/ou Serviços Vendidos "," -2165596 "," -1240226 "," -1557014 "
3.03," Resultado Bruto "," 685467 "," 423131 "," 301040 "
3.04," Despesas/Receitas Operacionais "," -86399 "," -74991 "," -71406 "
3.04.01," Despesas com Vendas "," "," "," "
3.04.02," Despesas Gerais e Administrativas "," -86399 "," -74991 "," -71406 "
3.04.02.01," Vendas, gerais e administrativas "," -75577 "," -65187 "," -64824 "
3.04.02.02," Participação nos lucros "," -10822 "," -9804 "," -6582 "
3.04.03," Perdas pela Não Recuperabilidade de Ativos "," "," "," "
3.04.04," Outras Receitas Operacionais "," "," "," "
3.04.05," Outras Despesas Operacionais "," "," "," "
3.04.06," Resultado de Equivalência Patrimonial "," "," "," "
3.05," Resultado Antes do Resultado Financeiro e dos Tributos "," 599068 "," 348140 "," 229634 "
3.06," Resultado Financeiro "," -88832 "," -27874 "," -11115 "
3.06.01," Receitas Financeiras "," 62143 "," 43857 "," 21103 "
3.06.02," Despesas Financeiras "," -150975 "," -71731 "," -32218 "
3.07," Resultado Antes dos Tributos sobre o Lucro "," 510236 "," 320266 "," 218519 "
3.08," Imposto de Renda e Contribuição Social sobre o Lucro "," -149490 "," -92156 "," -53961 "
3.08.01," Corrente "," -138825 "," -79113 "," -53961 "
3.08.02," Diferido "," -10665 "," -13043 "," 0 "
3.09," Resultado Líquido das Operações Continuadas "," 360746 "," 228110 "," 164558 "
3.10," Resultado Líquido de Operações Descontinuadas "," "," "," "
3.10.01," Lucro/Prejuízo Líquido das Operações Descontinuadas "," "," "," "
3.10.02," Ganhos/Perdas Líquidas sobre Ativos de Operações Descontinuadas "," "," "," "
3.11," Lucro/Prejuízo do Período "," 360746 "," 228110 "," 164558 "
3.99," Lucro por Ação - (Reais / Ação) "," "," "," "
3.99.01," Lucro Básico por Ação "," "," "," "
3.99.01.01," ON "," 0.88150 "," 0.55740 "," 0.40210 "
3.99.01.02," PN "," 0.88150 "," 0.55740 "," 0.40210 "
3.99.02," Lucro Diluído por Ação "," "," "," "
3.99.02.01," ON "," 0.88150 "," 0.55740 "," 0.40210 "
3.99.02.02," PN "," 0.88150 "," 0.55740 "," 0.40210 "
